股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
301379.SZ,天山电子,36.97,19.99350860110354,涨停,1,0, 09:39:27, 13:11:45,存储芯片+企业级SSD+触显模组,,,,33,301379
002632.SZ,道明光学,9.15,9.975961538461538,涨停,1,0, 09:30:00, 09:30:00,努比亚AI手机+石墨烯散热+液冷服务器+反光材料龙头,,,,33,002632
002552.SZ,宝鼎科技,64.54,10.00511334583263,涨停,1,0, 09:31:03, 10:55:00,中报预增+覆铜板+黄金+国企,,,,33,002552
603001.SH,奥康国际,7.54,-10.023866348448696,跌停,0,1,,,, 10:07:20, 10:39:56,重大资产收购终止+停牌前股价异动+连续四年亏损,17,603001
688584.SH,上海合晶,40.27,19.994040524433853,涨停,1,0, 10:13:13, 10:14:52,半导体硅外延片+12英寸扩产+SOI布局,,,,17,688584
002829.SZ,星网宇达,17.73,9.987593052109178,涨停,1,0, 09:30:00, 09:30:00,中报扭亏+商业航天+无人系统,,,,33,002829
002579.SZ,中京电子,18.06,9.987819732034087,涨停,1,0, 09:38:33, 13:38:15,PCB+高阶HDI+AIPC+定增通过,,,,33,002579
300716.SZ,*ST泉为,17.8,-19.999999999999996,跌停,0,1,,,, 14:56:24, 14:56:24,预重整协议签署后资金流出+此前涨幅较大,33,300716
300626.SZ,华瑞股份,33.35,20.007196833393316,涨停,1,0, 10:20:18, 10:20:18,机器人+换向器+股权转让+地方国资,,,,33,300626
603137.SH,恒尚节能,25.2,9.995635093845479,涨停,8,0, 09:30:33, 09:30:33,拟收购存储公司+建筑幕墙+跨界转型,,,,17,603137
603005.SH,晶方科技,45.19,10.004868549172345,涨停,1,0, 13:56:32, 14:02:05,先进封装+分拆上市+车规CIS,,,,17,603005
603156.SH,养元饮品,48.71,10.004516711833785,涨停,1,0, 14:15:21, 14:27:18,长江存储+创投+核桃乳,,,,17,603156
000021.SZ,深科技,56.24,9.994132603168392,涨停,1,0, 13:04:27, 13:04:27,存储封测扩产+高端存储芯片+央企,,,,33,000021
688328.SH,深科达,102.02,19.995295224653024,涨停,1,0, 13:07:58, 13:07:58,半导体设备+存储芯片+一季报增长,,,,17,688328
002409.SZ,雅克科技,209.0,10.0,涨停,1,0, 13:40:03, 13:40:03,半导体前驱体+存储芯片+HBM,,,,33,002409
002731.SZ,*ST萃华,3.18,-9.915014164305939,跌停,0,12,,,, 09:25:00, 09:25:00,实施退市风险警示+年报难产复牌+黄金业务停滞,33,002731
603898.SH,好莱客,13.88,9.984152139461186,涨停,1,0, 10:25:07, 10:25:07,AI智能家居+门店智能化升级+定制家居,,,,17,603898
603906.SH,龙蟠科技,24.62,-9.981718464351006,跌停,0,2,,,, 09:32:26, 09:43:53,电池板块下挫+此前涨幅较大+资金净流出,17,603906
002414.SZ,高德红外,13.31,10.000000000000007,涨停,1,0, 09:25:00, 09:25:00,半年报预增+型号产品交付+红外芯片,,,,33,002414
002745.SZ,木林森,12.72,10.034602076124568,涨停,1,0, 09:35:12, 09:35:12,实控人增持+PCB涨价+LED封装,,,,33,002745
600909.SH,华安证券,10.1,10.021786492374728,涨停,1,0, 09:30:59, 13:36:14,间接持有长鑫存储股份+证券+安徽国资,,,,17,600909
002192.SZ,融捷股份,79.06,-9.995446265938071,跌停,0,2,,,, 09:45:36, 09:45:36,锂板块集体下挫+碳酸锂价格下跌+供给增量担忧,33,002192
600770.SH,综艺股份,6.64,9.93377483443708,涨停,1,0, 14:08:02, 14:27:08,参股神州龙芯（CPU）+功率半导体IDM+金刚石散热,,,,17,600770
003005.SZ,竞业达,12.11,-9.96282527881041,跌停,0,1,,,, 09:25:00, 09:25:00,实控人被留置,33,003005
300469.SZ,信息发展,59.64,19.999999999999993,涨停,1,0, 13:41:42, 13:41:42,车路云一体化+北斗+保险+智慧交通,,,,33,300469
600418.SH,江淮汽车,24.45,9.986504723346822,涨停,1,0, 10:28:25, 14:50:34,业绩落地+尊界+安徽国资,,,,17,600418
605319.SH,无锡振华,24.23,9.986382206082611,涨停,1,0, 13:01:49, 13:01:49,功率半导体+汽车零部件+小米汽车+拟收购德维嘉,,,,17,605319
603757.SH,大元泵业,77.12,9.998573669947232,涨停,1,0, 13:57:11, 14:14:57,液冷泵+算力温控+泵业龙头,,,,17,603757
