name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,111.03,105.36,104.31,15304200.0,111.02,1300,111.03,10000,5.38,122.0,100.81,15304200,1678290000.0,68.04,20.11,24.98,123.99,126.43,84.29,1.52
锡华科技,sh603248,32.39,34.12,35.14,45591200.0,32.38,188900,32.39,14300,-5.07,36.5,31.55,45591200,1548570000.0,65.78,14.51,22.45,148.99,37.53,30.71,1.64
天溯计量,sz301449,93.68,96.05,92.5,5511900.0,93.68,500,93.69,100,-2.47,98.0,88.6,5511900,509640000.0,39.62,9.79,13.03,61.1,115.26,76.84,1.31
美埃科技,sh688376,61.09,61.45,61.5,294610500.0,61.01,600,61.09,2800,-0.59,62.2,57.86,294610500,176570000.0,2.18,7.06,82.63,82.63,73.74,49.16,1.17
同飞股份,sz300990,85.49,82.55,82.91,3697400.0,85.49,2200,85.5,5300,3.56,85.92,82.3,3697400,312720000.0,4.79,4.39,65.93,145.83,99.06,66.04,0.78
中光防雷,sz300414,14.37,14.01,14.16,7943400.0,14.37,4500,14.38,28500,2.57,14.41,13.99,7943400,112890000.0,2.53,3.0,45.05,46.85,16.81,11.21,0.68
苏州天脉,sz301626,237.85,240.15,243.25,2326000.0,237.66,100,237.85,1100,-0.96,244.55,235.67,2326000,557090000.0,4.42,3.7,125.15,275.14,288.18,192.12,0.89
ST名家汇,sz300506,5.25,5.21,5.21,4464000.0,5.24,17000,5.25,52700,0.77,5.25,5.16,4464000,23210000.0,0.61,1.73,38.57,74.84,6.25,4.17,0.52
森赫股份,sz301056,15.24,15.2,15.34,1875300.0,15.22,9500,15.24,2500,0.26,15.36,15.11,1875300,28520000.0,1.07,1.64,26.82,40.66,18.24,12.16,0.55
宏达电子,sz300726,46.56,46.1,46.39,3932200.0,46.56,2700,46.57,1500,1.0,46.88,45.73,3932200,181820000.0,1.83,2.49,99.84,191.75,55.32,36.88,0.64
宏源药业,sz301246,20.82,21.01,21.03,5915300.0,20.82,32000,20.83,4600,-0.9,21.2,20.67,5915300,123160000.0,3.71,2.52,33.2,83.28,25.21,16.81,0.46
华盛锂电,sh688353,108.31,110.48,110.0,571388900.0,108.31,11800,108.32,700,-1.96,111.11,104.5,571388900,611570000.0,3.58,5.98,172.75,172.75,132.58,88.38,0.72
鼎泰高科,sz301377,187.47,184.2,185.13,2523100.0,187.47,4700,187.5,500,1.78,189.6,184.17,2523100,471990000.0,3.55,2.95,133.15,768.63,221.04,147.36,0.81
腾景科技,sh688195,218.36,212.0,217.74,493488200.0,218.35,800,218.36,7900,3.0,220.49,212.51,493488200,1070370000.0,3.82,3.76,282.45,282.45,254.4,169.6,0.59
珂玛科技,sz301611,106.71,102.78,105.5,7063100.0,106.71,900,106.74,1800,3.82,107.9,103.06,7063100,749460000.0,4.82,4.71,156.42,465.26,123.34,82.22,1.05
新诺威,sz300765,32.05,32.35,32.33,7562200.0,32.04,5300,32.05,1000,-0.93,32.49,31.68,7562200,241870000.0,0.54,2.5,450.17,450.17,38.82,25.88,0.71
安达智能,sh688125,251.0,249.1,247.84,82460700.0,250.82,800,251.0,4100,0.76,254.0,242.0,82460700,204530000.0,1.01,4.82,205.04,206.14,298.92,199.28,0.68
杰华特,sh688141,48.73,47.66,48.0,669556400.0,48.73,2400,48.77,2400,2.25,49.19,47.36,669556400,322520000.0,1.49,3.84,219.44,219.44,57.19,38.13,0.55
铜冠铜箔,sz301217,40.36,39.85,40.65,22947400.0,40.35,15700,40.36,100,1.28,40.85,39.56,22947400,922450000.0,2.77,3.24,334.59,334.59,47.82,31.88,0.68
海科新源,sz301292,63.08,65.39,65.0,14658100.0,63.08,13700,63.09,300,-3.53,65.77,61.5,14658100,919690000.0,17.23,6.53,53.66,140.54,78.47,52.31,0.7
奕东电子,sz301123,56.89,55.1,56.8,5566700.0,56.89,4800,56.9,19800,3.25,57.35,54.89,5566700,313140000.0,2.38,4.46,132.9,133.49,66.12,44.08,0.89
安通控股,sh600179,4.49,4.49,4.49,36401400.0,4.48,832600,4.49,272200,0.0,4.51,4.43,36401400,162760000.0,0.94,1.78,173.42,190.0,4.94,4.04,0.83
华联控股,sz000036,5.0,5.04,5.05,38023700.0,5.0,432800,5.01,95500,-0.79,5.09,4.89,38023700,188660000.0,2.71,3.97,70.06,70.19,5.54,4.54,1.24
