name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,69.95,71.99,71.9,3714200.0,69.95,400,69.97,400,-2.83,73.06,69.57,3714200,262660000.0,15.65,4.85,16.6,78.11,86.39,57.59,0.65
锡华科技,sh603248,19.1,19.26,19.26,2074600.0,19.1,4300,19.13,2000,-0.83,19.26,18.91,2074600,39620000.0,2.9,1.82,13.66,87.86,21.19,17.33,0.59
天溯计量,sz301449,40.66,40.82,40.1,3353900.0,40.66,3500,40.67,3700,-0.39,41.45,39.46,3353900,135370000.0,16.33,4.88,8.35,37.12,48.98,32.66,1.09
美埃科技,sh688376,69.05,70.22,70.35,169897600.0,69.05,3700,69.17,500,-1.67,70.63,67.63,169897600,117530000.0,1.26,4.27,93.39,93.39,84.26,56.18,0.56
同飞股份,sz300990,72.22,72.79,72.52,6459800.0,72.22,800,72.24,100,-0.78,75.87,71.9,6459800,473470000.0,8.31,5.45,56.16,123.65,87.35,58.23,0.91
中光防雷,sz300414,11.79,11.85,11.75,12326700.0,11.78,26800,11.79,51800,-0.51,11.85,11.53,12326700,144120000.0,3.93,2.7,36.97,38.44,14.22,9.48,0.82
苏州天脉,sz301626,257.1,247.52,245.04,2359900.0,257.01,300,257.1,4600,3.87,260.0,240.51,2359900,586300000.0,4.48,7.87,135.28,297.41,297.02,198.02,0.95
名家汇,sz300506,5.28,5.11,4.99,62615400.0,5.27,231300,5.28,289100,3.33,5.36,4.91,62615400,321250000.0,8.52,8.81,38.79,75.27,6.13,4.09,0.9
森赫股份,sz301056,11.08,10.78,10.73,4488200.0,11.08,7900,11.09,800,2.78,11.27,10.64,4488200,49360000.0,2.55,5.84,19.5,29.56,12.94,8.62,1.19
宏达电子,sz300726,55.09,54.44,53.59,22589200.0,55.09,17600,55.1,9900,1.19,58.35,53.23,22589200,1269940000.0,10.53,9.4,118.13,226.88,65.33,43.55,1.33
