name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,60.31,60.28,59.5,1244200.0,60.31,1000,60.32,700,0.05,60.55,59.0,1244200,74420000.0,5.24,2.57,14.31,67.35,72.34,48.22,0.66
锡华科技,sh603248,18.02,18.18,18.28,1972900.0,18.02,2400,18.03,2600,-0.88,18.28,17.92,1972900,35580000.0,2.76,1.98,12.89,82.89,20.0,16.36,0.89
天溯计量,sz301449,45.74,44.27,44.4,2354800.0,45.74,7900,45.75,9700,3.32,45.86,43.95,2354800,106300000.0,11.46,4.31,9.4,41.76,53.12,35.42,0.52
美埃科技,sh688376,67.8,68.32,66.98,192786000.0,67.8,300,67.9,3000,-0.76,68.27,64.71,192786000,128930000.0,1.43,5.21,91.7,91.7,81.98,54.66,1.23
同飞股份,sz300990,102.57,89.82,90.53,11731700.0,102.57,400,102.58,400,14.2,104.0,90.5,11731700,1169100000.0,14.16,15.03,84.98,175.62,107.78,71.86,1.07
中光防雷,sz300414,10.92,10.75,10.61,5203900.0,10.92,1800,10.93,28400,1.58,10.95,10.59,5203900,56430000.0,1.65,3.35,34.47,35.6,12.9,8.6,1.09
苏州天脉,sz301626,265.48,258.84,249.0,1774000.0,265.48,1100,265.49,200,2.57,265.85,246.3,1774000,459320000.0,3.37,7.55,139.69,307.11,310.61,207.07,1.06
名家汇,sz300506,5.11,5.14,5.1,13262200.0,5.1,155600,5.11,65600,-0.58,5.13,5.07,13262200,67630000.0,1.74,1.17,38.89,72.85,6.17,4.11,0.65
森赫股份,sz301056,13.87,13.19,13.43,10779200.0,13.86,7300,13.87,7000,5.16,14.03,12.62,10779200,146430000.0,6.12,10.69,24.41,37.0,15.83,10.55,2.37
宏达电子,sz300726,54.88,52.74,51.74,11559300.0,54.87,400,54.88,38500,4.06,55.5,50.8,11559300,614420000.0,5.39,8.91,117.68,226.02,63.29,42.19,1.1
宏源药业,sz301246,19.32,19.75,19.42,13237000.0,19.31,28300,19.32,2100,-2.18,19.78,19.07,13237000,255940000.0,7.65,3.59,33.41,77.28,23.7,15.8,1.3
