name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,75.68,79.6,79.5,4728300.0,75.68,5100,75.69,3900,-4.92,79.5,74.01,4728300,357910000.0,21.02,6.9,17.02,84.51,95.52,63.68,0.71
锡华科技,sh603248,23.91,25.0,24.99,14122500.0,23.91,36700,23.92,38000,-4.36,24.99,23.25,14122500,337070000.0,20.38,6.96,16.57,109.99,27.5,22.5,1.39
天溯计量,sz301449,81.21,82.53,82.08,1594000.0,81.21,1100,81.22,2200,-1.6,82.39,80.02,1594000,128840000.0,11.46,2.87,11.3,52.96,99.04,66.02,0.49
美埃科技,sh688376,72.8,71.4,70.5,427307800.0,72.74,1300,72.8,99800,1.96,76.14,69.16,427307800,312930000.0,3.16,9.78,98.46,98.46,85.68,57.12,0.84
同飞股份,sz300990,86.3,87.13,86.12,3613100.0,86.29,1900,86.3,1200,-0.95,86.86,81.81,3613100,305780000.0,4.68,5.8,66.56,147.21,104.56,69.7,0.77
中光防雷,sz300414,15.82,15.51,15.39,17187600.0,15.81,67000,15.82,112100,2.0,15.86,14.95,17187600,265610000.0,5.48,5.87,49.6,51.58,18.61,12.41,0.8
苏州天脉,sz301626,194.98,182.2,181.6,3359100.0,194.97,5700,194.98,2500,7.01,201.0,179.23,3359100,643610000.0,6.38,11.95,102.6,225.55,218.64,145.76,2.51
ST名家汇,sz300506,5.2,4.8,4.77,30642100.0,5.19,112000,5.2,178100,8.33,5.28,4.68,30642100,153760000.0,4.17,12.5,38.2,74.13,5.76,3.84,1.39
森赫股份,sz301056,17.46,15.16,15.16,12132000.0,17.45,700,17.46,6200,15.17,17.57,14.98,12132000,199430000.0,6.89,17.08,30.73,46.58,18.19,12.13,2.38
宏达电子,sz300726,53.7,51.2,51.0,15952000.0,53.69,1800,53.7,5200,4.88,54.2,49.87,15952000,836000000.0,7.44,8.46,115.15,221.16,61.44,40.96,1.4
宏源药业,sz301246,22.0,22.42,22.4,10582800.0,22.0,15400,22.01,3900,-1.87,22.64,21.4,10582800,231200000.0,6.61,5.53,35.21,88.0,26.9,17.94,0.79
华盛锂电,sh688353,102.08,108.77,107.09,815085600.0,102.07,600,102.08,26300,-6.15,107.69,98.5,815085600,827940000.0,5.11,8.45,162.82,162.82,130.52,87.02,1.03
鼎泰高科,sz301377,182.53,179.15,176.58,4949800.0,182.53,7600,182.55,100,1.89,184.55,173.0,4949800,888940000.0,6.97,6.45,129.64,748.37,214.98,143.32,0.79
腾景科技,sh688195,204.5,203.01,199.0,967765300.0,204.5,11000,204.6,400,0.73,215.0,193.8,967765300,1978100000.0,7.48,10.44,264.52,264.52,243.61,162.41,0.97
珂玛科技,sz301611,129.88,123.22,124.1,14337100.0,129.85,400,129.88,300,5.4,131.68,123.4,14337100,1844190000.0,9.78,6.72,190.38,566.28,147.86,98.58,1.04
新诺威,sz300765,40.93,38.83,39.16,12052700.0,40.93,19400,40.94,3700,5.41,41.46,38.21,12052700,482750000.0,0.86,8.37,574.9,574.9,46.6,31.06,1.37
安达智能,sh688125,180.0,176.15,179.67,91386600.0,180.0,300,180.33,400,2.19,182.97,172.98,91386600,163340000.0,1.12,5.67,147.04,147.83,211.38,140.92,0.89
杰华特,sh688141,53.93,51.8,51.51,1616287800.0,53.93,7600,53.95,200,4.11,54.26,49.5,1616287800,840750000.0,3.59,9.19,242.86,242.86,62.16,41.44,0.9
