所属同花顺行业,market_code,股票代码,code
电力设备-光伏设备-硅料硅片,17,600438.SH,600438
国防军工-军工装备-航空装备,33,300965.SZ,300965
汽车-汽车整车-乘用车,17,601127.SH,601127
基础化工-化学制品-有机硅,33,002909.SZ,002909
非银金融-证券-证券Ⅲ,33,002926.SZ,002926
传媒-文化传媒-出版,33,300654.SZ,300654
农林牧渔-农产品加工-其他农产品加工,33,300268.SZ,300268
电力设备-电网设备-电气自控设备,151,920029.BJ,920029
食品饮料-食品加工制造-休闲食品,17,603719.SH,603719
电力设备-电网设备-电气自控设备,33,000400.SZ,000400
机械设备-专用设备-纺织服装设备,17,603095.SH,603095
电力设备-电网设备-输变电设备,33,002346.SZ,002346
机械设备-自动化设备-机器人,17,603416.SH,603416
电子-半导体-模拟芯片设计,17,688508.SH,688508
非银金融-证券-证券Ⅲ,33,002673.SZ,002673
汽车-汽车零部件-轮胎轮毂,33,000599.SZ,000599
交通运输-物流-物流Ⅲ,33,002769.SZ,002769
基础化工-塑料制品-其他塑料制品,33,301591.SZ,301591
汽车-汽车服务及其他-其他运输设备,17,603129.SH,603129
基础化工-化学制品-其他化学制品,33,002802.SZ,002802
交通运输-公路铁路运输-公交,17,600650.SH,600650
国防军工-军工电子-军工电子Ⅲ,151,920008.BJ,920008
轻工制造-造纸-造纸Ⅲ,17,600963.SH,600963
房地产-房地产-房地产服务,22,600136.SH,600136
计算机-软件开发-垂直应用软件,33,002153.SZ,002153
通信-通信设备-其他通信设备,33,301202.SZ,301202
汽车-汽车零部件-底盘与发动机系统,17,603161.SH,603161
计算机-IT服务-IT服务Ⅲ,33,300532.SZ,300532
电子-半导体-集成电路制造,17,688347.SH,688347
机械设备-专用设备-其他专用设备,33,002006.SZ,002006
电子-消费电子-消费电子零部件及组装,33,300543.SZ,300543
医药生物-医疗器械-医疗耗材,33,301290.SZ,301290
机械设备-专用设备-其他专用设备,17,688529.SH,688529
机械设备-自动化设备-工控设备,17,603025.SH,603025
电子-消费电子-消费电子零部件及组装,33,300822.SZ,300822
电子-元件-被动元件,151,920641.BJ,920641
国防军工-军工电子-军工电子Ⅲ,33,300474.SZ,300474
基础化工-化学制品-其他化学制品,33,301518.SZ,301518
房地产-房地产-产业地产,17,600648.SH,600648
机械设备-专用设备-楼宇设备,33,002689.SZ,002689
电力设备-电池-电池化学品,33,300035.SZ,300035
建筑材料-建筑材料-其他建材,33,002333.SZ,002333
医药生物-化学制药-化学制剂,151,920017.BJ,920017
环保-环境治理-水务及水治理,33,003039.SZ,003039
房地产-房地产-住宅开发,17,600657.SH,600657
计算机-计算机设备-其他计算机设备,33,300941.SZ,300941
食品饮料-白酒-白酒Ⅲ,33,000799.SZ,000799
非银金融-多元金融-多元金融Ⅲ,33,002423.SZ,002423
传媒-文化传媒-广告营销,17,600556.SH,600556
汽车-汽车零部件-汽车电子电气系统,33,002664.SZ,002664
食品饮料-食品加工制造-休闲食品,33,002582.SZ,002582
农林牧渔-农产品加工-果蔬加工,17,600251.SH,600251
医药生物-医疗器械-体外诊断,33,002932.SZ,002932
计算机-计算机设备-其他计算机设备,33,301589.SZ,301589
汽车-汽车零部件-其他汽车零部件,17,603352.SH,603352
社会服务-教育-教育Ⅲ,33,300359.SZ,300359
医药生物-中药-中药Ⅲ,33,300519.SZ,300519
机械设备-专用设备-其他专用设备,33,300415.SZ,300415
电子-半导体-集成电路制造,17,688691.SH,688691
机械设备-专用设备-其他专用设备,17,688596.SH,688596
汽车-汽车零部件-其他汽车零部件,17,603768.SH,603768
汽车-汽车零部件-其他汽车零部件,33,300969.SZ,300969
机械设备-通用设备-其他通用设备,33,002598.SZ,002598
医药生物-医疗器械-医疗耗材,33,002817.SZ,002817
轻工制造-家居用品-定制家居,17,603326.SH,603326
环保-环境治理-水务及水治理,17,600187.SH,600187
建筑材料-建筑材料-其他建材,33,300737.SZ,300737
医药生物-医疗器械-医疗耗材,17,688016.SH,688016
电子-其他电子-其他电子Ⅲ,17,688103.SH,688103
医药生物-医疗器械-体外诊断,17,688298.SH,688298
传媒-文化传媒-数字媒体,33,002095.SZ,002095
建筑材料-建筑材料-其他建材,17,603038.SH,603038
轻工制造-包装印刷-包装,17,603607.SH,603607
机械设备-专用设备-能源及重型设备,33,301063.SZ,301063
医药生物-医疗器械-医疗耗材,33,300326.SZ,300326
机械设备-通用设备-金属制品,17,603270.SH,603270
机械设备-通用设备-仪器仪表,33,300007.SZ,300007
电子-半导体-数字芯片设计,17,688589.SH,688589
汽车-汽车服务及其他-汽车服务,151,920030.BJ,920030
食品饮料-食品加工制造-调味发酵品,151,920726.BJ,920726
家用电器-小家电-小家电Ⅲ,17,603219.SH,603219
基础化工-化学原料-无机盐,17,603067.SH,603067
基础化工-非金属材料-非金属材料Ⅲ,33,301071.SZ,301071
国防军工-军工装备-航海装备,17,600685.SH,600685
建筑材料-建筑材料-耐火材料,33,002392.SZ,002392
汽车-汽车零部件-底盘与发动机系统,33,301560.SZ,301560
电力设备-光伏设备-光伏电池组件,33,002056.SZ,002056
汽车-汽车零部件-汽车电子电气系统,33,300863.SZ,300863
交通运输-物流-物流Ⅲ,17,603569.SH,603569
汽车-汽车零部件-底盘与发动机系统,33,002448.SZ,002448
建筑材料-建筑材料-玻璃玻纤,33,002613.SZ,002613
机械设备-通用设备-金属制品,33,001379.SZ,001379
医药生物-化学制药-原料药,33,300583.SZ,300583
电力设备-光伏设备-逆变器,17,688348.SH,688348
食品饮料-饮料制造-乳品,33,300898.SZ,300898
计算机-IT服务-IT服务Ⅲ,33,000034.SZ,000034
电力设备-电网设备-线缆部件及其他,33,002879.SZ,002879
煤炭-煤炭开采加工-煤炭开采,33,000571.SZ,000571
环保-环境治理-水务及水治理,17,688101.SH,688101
基础化工-化学制品-纺织化学用品,17,603188.SH,603188
电力设备-光伏设备-光伏电池组件,33,002459.SZ,002459
医药生物-医疗器械-医疗耗材,33,300003.SZ,300003
商贸零售-零售-百货零售,17,600858.SH,600858
医药生物-医药商业-医药流通,33,002462.SZ,002462
机械设备-通用设备-其他通用设备,33,000570.SZ,000570
电子-光学光电子-LED,33,001326.SZ,001326
轻工制造-家居用品-其他家居用品,33,002084.SZ,002084
汽车-汽车零部件-底盘与发动机系统,17,603926.SH,603926
石油石化-油气开采及服务-油服工程,17,600968.SH,600968
商贸零售-零售-商业物业经营,33,300947.SZ,300947
医药生物-化学制药-化学制剂,33,300584.SZ,300584
机械设备-通用设备-金属制品,151,920679.BJ,920679
电力设备-电网设备-线缆部件及其他,151,920639.BJ,920639
机械设备-专用设备-纺织服装设备,17,603337.SH,603337
电子-光学光电子-LED,33,002137.SZ,002137
石油石化-石油加工贸易-石油加工,33,002408.SZ,002408
医药生物-医疗器械-医疗耗材,33,300653.SZ,300653
电力设备-电网设备-线缆部件及其他,33,002692.SZ,002692
机械设备-通用设备-仪器仪表,33,301129.SZ,301129
电子-消费电子-品牌消费电子,33,002351.SZ,002351
医药生物-医疗器械-医疗耗材,151,920180.BJ,920180
基础化工-农化制品-农药,33,002496.SZ,002496
食品饮料-饮料制造-乳品,33,002570.SZ,002570
钢铁-钢铁-普钢,33,000932.SZ,000932
环保-环境治理-固废治理,17,600217.SH,600217
电力设备-电网设备-电气自控设备,33,002090.SZ,002090
机械设备-通用设备-仪器仪表,151,920879.BJ,920879
家用电器-小家电-小家电Ⅲ,17,605555.SH,605555
农林牧渔-农产品加工-宠物食品,151,920419.BJ,920419
交通运输-物流-物流Ⅲ,33,002889.SZ,002889
医药生物-医疗器械-医疗设备,33,301602.SZ,301602
电子-半导体-半导体设备,17,688072.SH,688072
汽车-汽车零部件-底盘与发动机系统,33,300694.SZ,300694
商贸零售-零售-旅游零售,17,600185.SH,600185
计算机-IT服务-IT服务Ⅲ,151,920953.BJ,920953
交通运输-物流-物流Ⅲ,33,300240.SZ,300240
医药生物-医疗器械-体外诊断,17,688217.SH,688217
机械设备-自动化设备-工控设备,33,301510.SZ,301510
机械设备-通用设备-金属制品,33,301137.SZ,301137
房地产-房地产-住宅开发,17,600622.SH,600622
医药生物-医疗器械-医疗设备,33,300030.SZ,300030
基础化工-化学制品-聚氨酯,17,603041.SH,603041
非银金融-证券-证券Ⅲ,33,000750.SZ,000750
房地产-房地产-商业地产,17,600663.SH,600663
计算机-IT服务-IT服务Ⅲ,33,300682.SZ,300682
国防军工-军工电子-军工电子Ⅲ,33,002414.SZ,002414
电力设备-电网设备-输变电设备,33,300477.SZ,300477
公用事业-电力-热力,17,605580.SH,605580
汽车-汽车零部件-其他汽车零部件,33,300707.SZ,300707
机械设备-专用设备-其他专用设备,33,001395.SZ,001395
钢铁-钢铁-冶钢原料,33,001203.SZ,001203
电子-光学光电子-面板,33,002876.SZ,002876
传媒-影视院线-影视院线Ⅲ,33,002343.SZ,002343
商贸零售-零售-商业物业经营,33,002344.SZ,002344
基础化工-化学制品-其他化学制品,17,603948.SH,603948
国防军工-军工电子-军工电子Ⅲ,17,688636.SH,688636
建筑装饰-建筑装饰-工程咨询服务,17,603860.SH,603860
家用电器-白色家电-家电零部件,151,920718.BJ,920718
机械设备-通用设备-金属制品,17,603339.SH,603339
电子-消费电子-消费电子零部件及组装,17,600363.SH,600363
电子-光学光电子-LED,17,603679.SH,603679
基础化工-化学原料-其他化学原料,33,301069.SZ,301069
机械设备-通用设备-其他通用设备,17,688455.SH,688455
家用电器-白色家电-家电零部件,33,000404.SZ,000404
电子-半导体-模拟芯片设计,17,688368.SH,688368
电子-半导体-模拟芯片设计,17,688484.SH,688484
汽车-汽车零部件-轮胎轮毂,33,002725.SZ,002725
轻工制造-家居用品-文娱用品,33,001222.SZ,001222
传媒-文化传媒-出版,17,600825.SH,600825
电力设备-光伏设备-光伏辅材,33,301266.SZ,301266
电力设备-其他电源设备-其他电源设备Ⅲ,33,300153.SZ,300153
电子-其他电子-其他电子Ⅲ,33,301099.SZ,301099
公用事业-电力-新能源发电,17,600173.SH,600173
计算机-软件开发-横向通用软件,17,688030.SH,688030
医药生物-医疗服务-医疗研发外包,33,300725.SZ,300725
社会服务-旅游及酒店-自然景点,33,002033.SZ,002033
机械设备-自动化设备-其他自动化设备,33,300486.SZ,300486
电子-消费电子-消费电子零部件及组装,33,300433.SZ,300433
医药生物-医疗服务-医疗研发外包,33,301520.SZ,301520
交通运输-物流-物流Ⅲ,33,001202.SZ,001202
电子-半导体-数字芯片设计,17,688595.SH,688595
计算机-IT服务-IT服务Ⅲ,33,002777.SZ,002777
汽车-汽车零部件-其他汽车零部件,33,002101.SZ,002101
家用电器-白色家电-家电零部件,33,002290.SZ,002290
机械设备-自动化设备-激光设备,17,688518.SH,688518
有色金属-金属新材料-其他金属新材料,33,301522.SZ,301522
商贸零售-零售-百货零售,17,600327.SH,600327
轻工制造-包装印刷-包装,151,920075.BJ,920075
电力设备-电网设备-电气自控设备,17,600406.SH,600406
公用事业-电力-电能综合服务,17,600995.SH,600995
公用事业-电力-热力,17,600052.SH,600052
机械设备-专用设备-其他专用设备,151,920475.BJ,920475
汽车-汽车零部件-底盘与发动机系统,17,603286.SH,603286
医药生物-中药-中药Ⅲ,17,600976.SH,600976
基础化工-化学制品-其他化学制品,33,301373.SZ,301373
机械设备-工程机械-工程机械Ⅲ,33,001239.SZ,001239
通信-通信服务-通信工程及服务,22,603559.SH,603559
医药生物-医疗器械-医疗耗材,17,688236.SH,688236
电力设备-电网设备-线缆部件及其他,33,002606.SZ,002606
石油石化-油气开采及服务-油服工程,33,300164.SZ,300164
银行-银行-农商行,17,601077.SH,601077
电力设备-光伏设备-光伏辅材,33,300080.SZ,300080
机械设备-通用设备-金属制品,151,920943.BJ,920943
计算机-IT服务-IT服务Ⅲ,33,300288.SZ,300288
电力设备-电池-锂电专用设备,33,300410.SZ,300410
家用电器-厨卫电器-厨卫电器Ⅲ,33,300894.SZ,300894
家用电器-白色家电-家电零部件,17,603519.SH,603519
轻工制造-造纸-造纸Ⅲ,17,600966.SH,600966
商贸零售-零售-百货零售,33,000417.SZ,000417
基础化工-非金属材料-非金属材料Ⅲ,33,001359.SZ,001359
电子-元件-被动元件,151,920128.BJ,920128
商贸零售-零售-商业物业经营,17,600655.SH,600655
轻工制造-家居用品-其他家居用品,17,603408.SH,603408
电子-半导体-分立器件,17,688261.SH,688261
机械设备-通用设备-其他通用设备,17,688448.SH,688448
房地产-房地产-住宅开发,33,000042.SZ,000042
机械设备-通用设备-制冷空调设备,33,000530.SZ,000530
电力设备-电机-电机Ⅲ,33,002249.SZ,002249
电力设备-电网设备-电气自控设备,151,920556.BJ,920556
环保-环境治理-水务及水治理,17,603797.SH,603797
传媒-游戏-游戏Ⅲ,17,600633.SH,600633
医药生物-医疗器械-体外诊断,17,600538.SH,600538
计算机-软件开发-横向通用软件,17,688561.SH,688561
煤炭-煤炭开采加工-煤炭开采,17,600546.SH,600546
建筑装饰-建筑装饰-装饰园林,17,603955.SH,603955
电力设备-光伏设备-光伏辅材,151,920007.BJ,920007
食品饮料-白酒-白酒Ⅲ,17,600779.SH,600779
基础化工-化学原料-钛白粉,33,002136.SZ,002136
非银金融-证券-证券Ⅲ,17,601990.SH,601990
医药生物-医药商业-医药流通,17,600998.SH,600998
纺织服饰-纺织制造-其他纺织,17,605180.SH,605180
汽车-汽车零部件-车身附件及饰件,33,300893.SZ,300893
机械设备-通用设备-金属制品,33,300985.SZ,300985
美容护理-美容护理-化妆品,33,300740.SZ,300740
有色金属-工业金属-铅锌,151,920634.BJ,920634
机械设备-专用设备-能源及重型设备,33,301601.SZ,301601
机械设备-自动化设备-机器人,17,600215.SH,600215
机械设备-通用设备-仪器仪表,33,300466.SZ,300466
非银金融-多元金融-多元金融Ⅲ,17,600830.SH,600830
电子-半导体-模拟芯片设计,17,603068.SH,603068
国防军工-军工装备-地面兵装,33,000576.SZ,000576
汽车-汽车服务及其他-汽车服务,17,600335.SH,600335
通信-通信设备-其他通信设备,33,300353.SZ,300353
基础化工-农化制品-复合肥,33,300387.SZ,300387
机械设备-专用设备-能源及重型设备,17,688633.SH,688633
基础化工-橡胶制品-其他橡胶制品,33,300121.SZ,300121
计算机-计算机设备-其他计算机设备,33,002180.SZ,002180
家用电器-黑色家电-其他黑色家电,33,002848.SZ,002848
非银金融-证券-证券Ⅲ,17,600918.SH,600918
基础化工-塑料制品-改性塑料,17,688219.SH,688219
电力设备-光伏设备-硅料硅片,33,300345.SZ,300345
非银金融-多元金融-多元金融Ⅲ,17,603300.SH,603300
计算机-计算机设备-其他计算机设备,33,300324.SZ,300324
房地产-房地产-住宅开发,33,000514.SZ,000514
汽车-汽车零部件-底盘与发动机系统,17,600698.SH,600698
电力设备-光伏设备-光伏辅材,33,300842.SZ,300842
轻工制造-家居用品-文娱用品,33,301335.SZ,301335
计算机-IT服务-IT服务Ⅲ,33,300150.SZ,300150
医药生物-中药-中药Ⅲ,33,301331.SZ,301331
商贸零售-互联网电商-互联网电商Ⅲ,33,002024.SZ,002024
电子-半导体-数字芯片设计,17,688620.SH,688620
电子-电子化学品-电子化学品Ⅲ,33,300236.SZ,300236
计算机-软件开发-垂直应用软件,33,300556.SZ,300556
基础化工-农化制品-农药,17,605033.SH,605033
电子-元件-印制电路板,33,002134.SZ,002134
医药生物-医疗服务-其他医疗服务,17,603882.SH,603882
电力设备-其他电源设备-其他电源设备Ⅲ,33,002518.SZ,002518
机械设备-专用设备-其他专用设备,17,600520.SH,600520
基础化工-橡胶制品-其他橡胶制品,151,920665.BJ,920665
电力设备-风电设备-风电零部件,17,600458.SH,600458
机械设备-通用设备-其他通用设备,17,603201.SH,603201
社会服务-旅游及酒店-自然景点,33,000430.SZ,000430
电子-半导体-模拟芯片设计,17,603375.SH,603375
电子-电子化学品-电子化学品Ⅲ,33,300684.SZ,300684
国防军工-军工电子-军工电子Ⅲ,33,002338.SZ,002338
非银金融-证券-证券Ⅲ,17,601108.SH,601108
传媒-游戏-游戏Ⅲ,33,300002.SZ,300002
轻工制造-家居用品-其他家居用品,33,300993.SZ,300993
电力设备-电池-电池化学品,33,002812.SZ,002812
房地产-房地产-住宅开发,17,600376.SH,600376
计算机-软件开发-横向通用软件,33,301315.SZ,301315
建筑材料-建筑材料-管材,33,002457.SZ,002457
汽车-汽车零部件-车身附件及饰件,151,920168.BJ,920168
电力设备-电网设备-输变电设备,17,603070.SH,603070
机械设备-通用设备-仪器仪表,151,920491.BJ,920491
房地产-房地产-住宅开发,17,600383.SH,600383
食品饮料-食品加工制造-休闲食品,33,300783.SZ,300783
汽车-汽车零部件-车身附件及饰件,17,605068.SH,605068
医药生物-医疗器械-医疗耗材,17,688026.SH,688026
轻工制造-包装印刷-包装,17,603022.SH,603022
纺织服饰-服装家纺-服装,17,603518.SH,603518
计算机-IT服务-IT服务Ⅲ,17,688051.SH,688051
建筑材料-建筑材料-其他建材,33,301010.SZ,301010
电子-半导体-模拟芯片设计,17,688045.SH,688045
机械设备-专用设备-农用机械,151,920895.BJ,920895
公用事业-电力-新能源发电,33,000595.SZ,000595
传媒-文化传媒-数字媒体,17,603888.SH,603888
电力设备-光伏设备-光伏电池组件,33,301278.SZ,301278
机械设备-专用设备-印刷包装机械,33,300195.SZ,300195
基础化工-农化制品-复合肥,33,002999.SZ,002999
汽车-汽车零部件-底盘与发动机系统,17,603089.SH,603089
医药生物-医疗服务-医院,33,301239.SZ,301239
汽车-汽车零部件-汽车电子电气系统,33,002766.SZ,002766
基础化工-化学制品-其他化学制品,151,920471.BJ,920471
美容护理-美容护理-医疗美容,33,300896.SZ,300896
国防军工-军工装备-航空装备,33,000768.SZ,000768
基础化工-化学制品-氟化工,33,002915.SZ,002915
机械设备-专用设备-能源及重型设备,33,002483.SZ,002483
轻工制造-家居用品-文娱用品,33,301101.SZ,301101
医药生物-生物制品-血液制品,33,300294.SZ,300294
纺织服饰-服装家纺-服装,33,002687.SZ,002687
食品饮料-食品加工制造-调味发酵品,17,600872.SH,600872
医药生物-化学制药-化学制剂,17,688566.SH,688566
房地产-房地产-住宅开发,33,000897.SZ,000897
纺织服饰-纺织制造-其他纺织,17,603055.SH,603055
汽车-汽车服务及其他-其他运输设备,33,000913.SZ,000913
环保-环境治理-固废治理,33,000803.SZ,000803
汽车-汽车零部件-轮胎轮毂,33,002085.SZ,002085
基础化工-化学制品-其他化学制品,33,001218.SZ,001218
电力设备-风电设备-风电零部件,33,301456.SZ,301456
基础化工-化学原料-钛白粉,33,300891.SZ,300891
房地产-房地产-产业地产,17,600082.SH,600082
医药生物-医疗器械-医疗耗材,33,002551.SZ,002551
电子-消费电子-消费电子零部件及组装,33,000021.SZ,000021
房地产-房地产-住宅开发,33,000620.SZ,000620
电力设备-电网设备-电气自控设备,17,603050.SH,603050
商贸零售-零售-百货零售,17,600697.SH,600697
医药生物-生物制品-疫苗,17,688319.SH,688319
房地产-房地产-住宅开发,33,000797.SZ,000797
机械设备-通用设备-其他通用设备,17,600889.SH,600889
汽车-汽车零部件-车身附件及饰件,33,002516.SZ,002516
公用事业-燃气-燃气Ⅲ,17,605169.SH,605169
商贸零售-零售-专业连锁,17,603214.SH,603214
计算机-软件开发-横向通用软件,17,600588.SH,600588
纺织服饰-纺织制造-棉纺,33,000850.SZ,000850
商贸零售-零售-百货零售,17,600865.SH,600865
国防军工-军工电子-军工电子Ⅲ,17,603712.SH,603712
通信-通信设备-通信网络设备及器件,33,001267.SZ,001267
汽车-汽车零部件-其他汽车零部件,33,002510.SZ,002510
商贸零售-零售-百货零售,17,605188.SH,605188
机械设备-专用设备-能源及重型设备,33,301158.SZ,301158
纺织服饰-纺织制造-印染,17,605055.SH,605055
传媒-游戏-游戏Ⅲ,22,600892.SH,600892
计算机-计算机设备-其他计算机设备,33,002577.SZ,002577
机械设备-自动化设备-其他自动化设备,17,688310.SH,688310
机械设备-通用设备-金属制品,33,002871.SZ,002871
机械设备-工程机械-工程机械Ⅲ,17,603611.SH,603611
机械设备-通用设备-仪器仪表,151,920035.BJ,920035
轻工制造-包装印刷-包装,151,920274.BJ,920274
