股票代码,market_code,所属同花顺行业,code
000628.SZ,33,建筑装饰-建筑装饰-房屋建设,000628
301566.SZ,33,电子-元件-被动元件,301566
300213.SZ,33,通信-通信设备-其他通信设备,300213
002880.SZ,33,医药生物-生物制品-血液制品,002880
688060.SH,17,计算机-计算机设备-其他计算机设备,688060
002111.SZ,33,国防军工-军工装备-航空装备,002111
605069.SH,17,环保-环境治理-综合环境治理,605069
000421.SZ,33,公用事业-燃气-燃气Ⅲ,000421
301322.SZ,33,汽车-汽车服务及其他-其他运输设备,301322
688297.SH,17,国防军工-军工装备-航空装备,688297
600439.SH,17,纺织服饰-服装家纺-饰品,600439
301109.SZ,33,环保-环境治理-固废治理,301109
600336.SH,17,家用电器-白色家电-冰洗,600336
600779.SH,17,食品饮料-白酒-白酒Ⅲ,600779
002011.SZ,33,家用电器-白色家电-家电零部件,002011
601555.SH,17,非银金融-证券-证券Ⅲ,601555
002872.SZ,33,医药生物-化学制药-化学制剂,002872
300217.SZ,33,电力设备-光伏设备-光伏加工设备,300217
603379.SH,17,基础化工-化学制品-氟化工,603379
002985.SZ,33,国防军工-军工装备-航空装备,002985
300328.SZ,33,有色金属-小金属-其他小金属,300328
002858.SZ,33,社会服务-其他社会服务-体育,002858
300144.SZ,33,社会服务-旅游及酒店-人工景点,300144
920575.BJ,151,医药生物-生物制品-疫苗,920575
002198.SZ,33,医药生物-中药-中药Ⅲ,002198
603050.SH,17,电力设备-电网设备-电气自控设备,603050
688281.SH,17,国防军工-军工装备-航空装备,688281
688582.SH,17,电子-半导体-模拟芯片设计,688582
002628.SZ,33,建筑装饰-建筑装饰-基础建设,002628
600985.SH,17,煤炭-煤炭开采加工-煤炭开采,600985
300021.SZ,33,农林牧渔-种植业与林业-农业综合,300021
002323.SZ,33,建筑装饰-建筑装饰-专业工程,002323
600117.SH,17,钢铁-钢铁-特钢,600117
000415.SZ,33,非银金融-多元金融-多元金融Ⅲ,000415
301095.SZ,33,计算机-软件开发-垂直应用软件,301095
688596.SH,17,机械设备-专用设备-其他专用设备,688596
000793.SZ,33,传媒-文化传媒-出版,000793
301112.SZ,33,机械设备-自动化设备-机器人,301112
600312.SH,17,电力设备-电网设备-输变电设备,600312
600993.SH,17,医药生物-中药-中药Ⅲ,600993
002815.SZ,33,电子-元件-印制电路板,002815
605018.SH,17,汽车-汽车零部件-其他汽车零部件,605018
000901.SZ,33,汽车-汽车零部件-汽车电子电气系统,000901
