股票代码,market_code,所属同花顺行业,code
920305.BJ,151,计算机-IT服务-IT服务Ⅲ,920305
300345.SZ,33,电力设备-光伏设备-硅料硅片,300345
300868.SZ,33,电子-消费电子-消费电子零部件及组装,300868
300385.SZ,33,环保-环保设备-环保设备Ⅲ,300385
688622.SH,17,机械设备-通用设备-仪器仪表,688622
688268.SH,17,电子-电子化学品-电子化学品Ⅲ,688268
301309.SZ,33,机械设备-通用设备-金属制品,301309
688345.SH,17,电力设备-电池-锂电池,688345
920414.BJ,151,电力设备-光伏设备-光伏加工设备,920414
300085.SZ,33,计算机-软件开发-垂直应用软件,300085
600844.SH,17,基础化工-化学原料-煤化工,600844
600792.SH,17,煤炭-煤炭开采加工-焦炭加工,600792
600396.SH,17,公用事业-电力-火电,600396
002310.SZ,33,公用事业-电力-新能源发电,002310
001258.SZ,33,公用事业-电力-新能源发电,001258
000703.SZ,33,石油石化-石油加工贸易-石油加工,000703
600149.SH,17,公用事业-电力-热力,600149
603727.SH,17,石油石化-油气开采及服务-油服工程,603727
603787.SH,17,汽车-汽车服务及其他-其他运输设备,603787
600032.SH,17,公用事业-电力-新能源发电,600032
600143.SH,17,基础化工-塑料制品-改性塑料,600143
603105.SH,17,公用事业-电力-新能源发电,603105
002218.SZ,33,公用事业-电力-新能源发电,002218
603616.SH,17,建筑材料-建筑材料-水泥,603616
603803.SH,17,通信-通信设备-通信终端及配件,603803
603016.SH,17,电力设备-电网设备-输变电设备,603016
603687.SH,17,轻工制造-包装印刷-包装,603687
603529.SH,17,汽车-汽车服务及其他-其他运输设备,603529
002150.SZ,33,电力设备-光伏设备-逆变器,002150
600758.SH,17,煤炭-煤炭开采加工-煤炭开采,600758
002896.SZ,33,机械设备-通用设备-金属制品,002896
603272.SH,17,轻工制造-家居用品-其他家居用品,603272
300756.SZ,33,机械设备-专用设备-其他专用设备,300756
002565.SZ,33,轻工制造-包装印刷-包装,002565
002309.SZ,33,电力设备-电网设备-线缆部件及其他,002309
600376.SH,17,房地产-房地产-住宅开发,600376
000983.SZ,33,煤炭-煤炭开采加工-煤炭开采,000983
301667.SZ,33,汽车-汽车零部件-底盘与发动机系统,301667
600982.SH,17,公用事业-电力-热力,600982
003035.SZ,33,公用事业-电力-电能综合服务,003035
