股票代码,所属同花顺行业,market_code,code
300812.SZ,电子-消费电子-消费电子零部件及组装,33,300812
300449.SZ,计算机-计算机设备-安防设备,33,300449
300719.SZ,国防军工-军工装备-航空装备,33,300719
300251.SZ,传媒-影视院线-影视院线Ⅲ,33,300251
688147.SH,电子-半导体-半导体设备,17,688147
688702.SH,电子-半导体-数字芯片设计,17,688702
688409.SH,电子-半导体-半导体设备,17,688409
300486.SZ,机械设备-自动化设备-其他自动化设备,33,300486
688280.SH,汽车-汽车零部件-底盘与发动机系统,17,688280
920808.BJ,计算机-计算机设备-其他计算机设备,151,920808
002498.SZ,电力设备-电网设备-线缆部件及其他,33,002498
600984.SH,机械设备-工程机械-工程机械Ⅲ,17,600984
000839.SZ,通信-通信服务-通信应用增值服务,33,000839
920976.BJ,计算机-计算机设备-安防设备,151,920976
601777.SH,汽车-汽车整车-乘用车,17,601777
000890.SZ,环保-环保设备-环保设备Ⅲ,33,000890
601890.SH,国防军工-军工装备-航海装备,17,601890
002843.SZ,机械设备-通用设备-金属制品,33,002843
002703.SZ,汽车-汽车零部件-底盘与发动机系统,33,002703
600629.SH,建筑装饰-建筑装饰-工程咨询服务,17,600629
000859.SZ,基础化工-塑料制品-膜材料,33,000859
000021.SZ,电子-消费电子-消费电子零部件及组装,33,000021
605033.SH,基础化工-农化制品-农药,17,605033
002355.SZ,汽车-汽车零部件-轮胎轮毂,33,002355
600410.SH,计算机-IT服务-IT服务Ⅲ,17,600410
001896.SZ,公用事业-电力-火电,33,001896
600893.SH,国防军工-军工装备-航空装备,17,600893
603163.SH,建筑装饰-建筑装饰-专业工程,17,603163
605289.SH,建筑装饰-建筑装饰-装饰园林,17,605289
002009.SZ,机械设备-专用设备-其他专用设备,33,002009
603331.SH,机械设备-通用设备-其他通用设备,17,603331
603533.SH,传媒-文化传媒-数字媒体,17,603533
603960.SH,机械设备-自动化设备-其他自动化设备,17,603960
002951.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002951
002169.SZ,电力设备-电网设备-电气自控设备,33,002169
603466.SH,传媒-文化传媒-数字媒体,17,603466
000798.SZ,农林牧渔-养殖业-海洋捕捞,33,000798
605007.SH,轻工制造-造纸-造纸Ⅲ,17,605007
002510.SZ,汽车-汽车零部件-其他汽车零部件,33,002510
600791.SH,房地产-房地产-住宅开发,17,600791
300369.SZ,计算机-软件开发-横向通用软件,33,300369
300132.SZ,美容护理-美容护理-化妆品,33,300132
688629.SH,国防军工-军工电子-军工电子Ⅲ,17,688629
688031.SH,计算机-软件开发-横向通用软件,17,688031
300935.SZ,计算机-软件开发-垂直应用软件,33,300935
688586.SH,国防军工-军工装备-航空装备,17,688586
600397.SH,机械设备-专用设备-能源及重型设备,17,600397
300589.SZ,国防军工-军工装备-航海装备,33,300589
301555.SZ,基础化工-塑料制品-合成树脂,33,301555
688563.SH,国防军工-军工装备-航空装备,17,688563
300100.SZ,汽车-汽车零部件-车身附件及饰件,33,300100
603090.SH,机械设备-通用设备-其他通用设备,17,603090
001210.SZ,公用事业-电力-热力,33,001210
002988.SZ,有色金属-工业金属-铝,33,002988
