股票代码,所属同花顺行业,market_code,code
688167.SH,电子-半导体-分立器件,17,688167
688121.SH,机械设备-专用设备-能源及重型设备,22,688121
002407.SZ,基础化工-化学制品-氟化工,33,002407
920735.BJ,医药生物-化学制药-化学制剂,151,920735
002857.SZ,电力设备-电网设备-电气自控设备,33,002857
688702.SH,电子-半导体-数字芯片设计,17,688702
300477.SZ,电力设备-电网设备-输变电设备,33,300477
301287.SZ,轻工制造-家居用品-文娱用品,33,301287
300049.SZ,医药生物-医疗器械-医疗设备,33,300049
600671.SH,医药生物-中药-中药Ⅲ,17,600671
688517.SH,电力设备-电网设备-输变电设备,17,688517
002580.SZ,电力设备-电池-其他电池,33,002580
688203.SH,基础化工-塑料制品-改性塑料,17,688203
002792.SZ,通信-通信设备-通信网络设备及器件,33,002792
920039.BJ,社会服务-其他社会服务-专业服务,151,920039
688192.SH,医药生物-化学制药-化学制剂,17,688192
920566.BJ,医药生物-化学制药-化学制剂,151,920566
002357.SZ,交通运输-公路铁路运输-公交,33,002357
002086.SZ,农林牧渔-农产品加工-其他农产品加工,33,002086
300759.SZ,医药生物-医疗服务-医疗研发外包,33,300759
300676.SZ,医药生物-医疗服务-其他医疗服务,33,300676
688635.SH,通信-通信设备-通信线缆及配套,17,688635
600885.SH,电力设备-电网设备-输变电设备,17,600885
002445.SZ,机械设备-通用设备-金属制品,33,002445
002112.SZ,电力设备-电网设备-输变电设备,33,002112
920222.BJ,电力设备-电网设备-输变电设备,151,920222
301291.SZ,电力设备-电网设备-输变电设备,33,301291
688180.SH,医药生物-生物制品-其他生物制品,17,688180
300363.SZ,医药生物-医疗服务-医疗研发外包,33,300363
603115.SH,电子-电子化学品-电子化学品Ⅲ,17,603115
301366.SZ,电子-元件-印制电路板,33,301366
920046.BJ,电力设备-电网设备-输变电设备,151,920046
603679.SH,电子-光学光电子-LED,17,603679
600288.SH,计算机-软件开发-横向通用软件,17,600288
300736.SZ,电子-其他电子-其他电子Ⅲ,33,300736
002840.SZ,食品饮料-食品加工制造-肉制品,33,002840
002317.SZ,医药生物-中药-中药Ⅲ,33,002317
688676.SH,电力设备-电网设备-输变电设备,17,688676
603353.SH,石油石化-石油加工贸易-油品石化贸易,17,603353
600744.SH,公用事业-电力-火电,17,600744
600327.SH,医药生物-医疗服务-医院,17,600327
688585.SH,基础化工-塑料制品-合成树脂,17,688585
300723.SZ,医药生物-化学制药-化学制剂,33,300723
603019.SH,计算机-计算机设备-其他计算机设备,17,603019
002731.SZ,纺织服饰-服装家纺-饰品,33,002731
600990.SH,国防军工-军工电子-军工电子Ⅲ,17,600990
301127.SZ,环保-环境治理-水务及水治理,33,301127
688166.SH,医药生物-化学制药-原料药,17,688166
002265.SZ,国防军工-军工装备-地面兵装,33,002265
300313.SZ,农林牧渔-养殖业-其他养殖,33,300313
300009.SZ,医药生物-生物制品-其他生物制品,33,300009
688301.SH,医药生物-医疗器械-医疗设备,17,688301
920047.BJ,医药生物-生物制品-其他生物制品,151,920047
688050.SH,医药生物-医疗器械-医疗耗材,17,688050
688028.SH,机械设备-通用设备-磨具磨料,17,688028
688278.SH,医药生物-生物制品-其他生物制品,17,688278
603721.SH,传媒-影视院线-影视院线Ⅲ,17,603721
600252.SH,医药生物-中药-中药Ⅲ,17,600252
688105.SH,医药生物-生物制品-其他生物制品,17,688105
301234.SZ,医药生物-医疗器械-医疗耗材,33,301234
300075.SZ,计算机-软件开发-垂直应用软件,33,300075
600809.SH,食品饮料-白酒-白酒Ⅲ,17,600809
688029.SH,医药生物-医疗器械-医疗耗材,17,688029
300110.SZ,医药生物-化学制药-化学制剂,33,300110
603207.SH,医药生物-化学制药-化学制剂,17,603207
300832.SZ,医药生物-医疗器械-体外诊断,33,300832
002364.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002364
300314.SZ,医药生物-医疗器械-医疗设备,33,300314
301631.SZ,汽车-汽车零部件-汽车电子电气系统,33,301631
688102.SH,有色金属-金属新材料-其他金属新材料,17,688102
920344.BJ,医药生物-生物制品-其他生物制品,151,920344
603341.SH,电子-消费电子-消费电子零部件及组装,17,603341
002301.SZ,轻工制造-家居用品-文娱用品,33,002301
600721.SH,医药生物-医疗服务-医疗研发外包,17,600721
002759.SZ,电力设备-电池-电池化学品,33,002759
688143.SH,通信-通信设备-通信线缆及配套,17,688143
688176.SH,医药生物-化学制药-化学制剂,17,688176
300238.SZ,医药生物-医疗器械-医疗耗材,33,300238
300357.SZ,医药生物-生物制品-其他生物制品,33,300357
002980.SZ,电力设备-电网设备-电气自控设备,33,002980
300911.SZ,家用电器-厨卫电器-厨卫电器Ⅲ,33,300911
688595.SH,电子-半导体-数字芯片设计,17,688595
600129.SH,医药生物-中药-中药Ⅲ,17,600129
000759.SZ,商贸零售-零售-百货零售,33,000759
002550.SZ,医药生物-化学制药-化学制剂,33,002550
300788.SZ,传媒-文化传媒-出版,33,300788
300593.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,300593
301448.SZ,机械设备-通用设备-其他通用设备,33,301448
301047.SZ,医药生物-生物制品-其他生物制品,33,301047
688448.SH,机械设备-通用设备-其他通用设备,17,688448
002474.SZ,计算机-IT服务-IT服务Ⅲ,33,002474
000783.SZ,非银金融-证券-证券Ⅲ,33,000783
002582.SZ,食品饮料-食品加工制造-休闲食品,33,002582
605066.SH,电力设备-电网设备-输变电设备,17,605066
688373.SH,医药生物-化学制药-化学制剂,17,688373
001323.SZ,轻工制造-家居用品-成品家居,33,001323
603061.SH,电子-半导体-半导体设备,17,603061
300884.SZ,计算机-计算机设备-安防设备,33,300884
301393.SZ,医药生物-生物制品-其他生物制品,33,301393
920009.BJ,医药生物-医疗器械-体外诊断,151,920009
600265.SH,农林牧渔-种植业与林业-林业,22,600265
688315.SH,医药生物-医疗服务-其他医疗服务,17,688315
600693.SH,商贸零售-零售-百货零售,17,600693
688091.SH,医药生物-化学制药-化学制剂,17,688091
688710.SH,医药生物-医疗服务-医疗研发外包,17,688710
603559.SH,通信-通信服务-通信工程及服务,17,603559
688767.SH,医药生物-医疗器械-体外诊断,17,688767
301382.SZ,通信-通信服务-通信应用增值服务,33,301382
300347.SZ,医药生物-医疗服务-医疗研发外包,33,300347
300152.SZ,环保-环境治理-综合环境治理,33,300152
300826.SZ,建筑装饰-建筑装饰-工程咨询服务,33,300826
688478.SH,电子-半导体-半导体设备,17,688478
300705.SZ,医药生物-化学制药-化学制剂,33,300705
688520.SH,医药生物-生物制品-其他生物制品,17,688520
300272.SZ,家用电器-小家电-小家电Ⅲ,33,300272
603556.SH,电力设备-电网设备-电气自控设备,17,603556
600211.SH,医药生物-生物制品-其他生物制品,17,600211
001896.SZ,公用事业-电力-火电,33,001896
301509.SZ,医药生物-医疗服务-医疗研发外包,33,301509
000669.SZ,公用事业-燃气-燃气Ⅲ,33,000669
920230.BJ,医药生物-化学制药-原料药,151,920230
301103.SZ,医药生物-医疗服务-医院,33,301103
688443.SH,医药生物-生物制品-其他生物制品,17,688443
600222.SH,医药生物-中药-中药Ⅲ,17,600222
002650.SZ,食品饮料-食品加工制造-调味发酵品,33,002650
600839.SH,家用电器-黑色家电-彩电,17,600839
002023.SZ,国防军工-军工装备-航空装备,33,002023
688370.SH,环保-环境治理-固废治理,17,688370
688531.SH,机械设备-专用设备-其他专用设备,17,688531
002072.SZ,商贸零售-贸易-贸易Ⅲ,33,002072
688136.SH,医药生物-生物制品-其他生物制品,17,688136
301550.SZ,汽车-汽车零部件-底盘与发动机系统,33,301550
603178.SH,汽车-汽车零部件-底盘与发动机系统,17,603178
300301.SZ,电子-光学光电子-LED,33,300301
600516.SH,钢铁-钢铁-冶钢原料,17,600516
920802.BJ,环保-环保设备-环保设备Ⅲ,151,920802
002353.SZ,机械设备-专用设备-能源及重型设备,33,002353
688185.SH,医药生物-生物制品-疫苗,17,688185
603151.SH,农林牧渔-农产品加工-畜禽饲料,17,603151
301120.SZ,电力设备-电网设备-输变电设备,33,301120
601825.SH,银行-银行-农商行,17,601825
688669.SH,基础化工-塑料制品-改性塑料,17,688669
688229.SH,计算机-IT服务-IT服务Ⅲ,17,688229
300123.SZ,国防军工-军工电子-军工电子Ⅲ,33,300123
601827.SH,环保-环境治理-固废治理,17,601827
301121.SZ,电力设备-电池-锂电池,33,301121
603439.SH,医药生物-中药-中药Ⅲ,17,603439
002805.SZ,电力设备-电池-电池化学品,33,002805
300898.SZ,食品饮料-饮料制造-乳品,33,300898
688410.SH,医药生物-医疗器械-医疗设备,17,688410
300708.SZ,电子-光学光电子-LED,33,300708
301479.SZ,电子-光学光电子-光学元件,33,301479
301096.SZ,医药生物-医疗服务-医疗研发外包,33,301096
600593.SH,社会服务-旅游及酒店-人工景点,17,600593
601126.SH,电力设备-电网设备-电气自控设备,17,601126
300040.SZ,公用事业-电力-电能综合服务,33,300040
603713.SH,交通运输-物流-物流Ⅲ,17,603713
603229.SH,医药生物-化学制药-原料药,17,603229
002979.SZ,机械设备-自动化设备-机器人,33,002979
603067.SH,基础化工-化学原料-无机盐,17,603067
002922.SZ,电子-其他电子-其他电子Ⅲ,33,002922
600302.SH,机械设备-专用设备-纺织服装设备,22,600302
603880.SH,医药生物-医疗器械-医疗耗材,17,603880
002019.SZ,医药生物-化学制药-化学制剂,33,002019
603678.SH,国防军工-军工电子-军工电子Ⅲ,17,603678
300436.SZ,医药生物-化学制药-化学制剂,33,300436
300857.SZ,计算机-计算机设备-其他计算机设备,33,300857
603950.SH,汽车-汽车零部件-底盘与发动机系统,17,603950
300181.SZ,医药生物-中药-中药Ⅲ,33,300181
688356.SH,医药生物-化学制药-原料药,17,688356
300981.SZ,医药生物-医疗器械-医疗耗材,33,300981
688382.SH,医药生物-化学制药-化学制剂,17,688382
300617.SZ,电力设备-电网设备-输变电设备,33,300617
688502.SH,电子-光学光电子-光学元件,17,688502
603280.SH,机械设备-工程机械-工程机械Ⅲ,17,603280
002202.SZ,电力设备-风电设备-风电整机,33,002202
600867.SH,医药生物-生物制品-其他生物制品,17,600867
301584.SZ,医药生物-医药商业-医药流通,33,301584
600257.SH,医药生物-医疗服务-医院,17,600257
300504.SZ,通信-通信设备-通信终端及配件,33,300504
300199.SZ,医药生物-化学制药-原料药,33,300199
002528.SZ,计算机-计算机设备-安防设备,33,002528
688551.SH,电力设备-其他电源设备-其他电源设备Ⅲ,17,688551
688147.SH,电子-半导体-半导体设备,17,688147
300956.SZ,电子-消费电子-消费电子零部件及组装,33,300956
300661.SZ,电子-半导体-模拟芯片设计,33,300661
920433.BJ,医药生物-中药-中药Ⅲ,151,920433
000403.SZ,医药生物-生物制品-血液制品,33,000403
688189.SH,医药生物-化学制药-化学制剂,22,688189
603535.SH,交通运输-物流-物流Ⅲ,17,603535
301305.SZ,环保-环境治理-固废治理,33,301305
605116.SH,医药生物-化学制药-原料药,17,605116
301179.SZ,电力设备-电网设备-电气自控设备,33,301179
