所属同花顺行业,market_code,股票代码,code
基础化工-化学制品-食品及饲料添加剂,33,300829.SZ,300829
医药生物-医药商业-医药流通,17,600511.SH,600511
汽车-汽车零部件-底盘与发动机系统,17,603007.SH,603007
计算机-IT服务-IT服务Ⅲ,33,300212.SZ,300212
电力设备-电网设备-线缆部件及其他,33,002309.SZ,002309
电力设备-电网设备-电气自控设备,17,688681.SH,688681
电力设备-风电设备-风电零部件,17,603507.SH,603507
电子-消费电子-品牌消费电子,151,920183.BJ,920183
机械设备-专用设备-能源及重型设备,33,300818.SZ,300818
电子-半导体-数字芯片设计,17,688589.SH,688589
电子-其他电子-其他电子Ⅲ,33,300516.SZ,300516
基础化工-塑料制品-膜材料,33,301237.SZ,301237
电力设备-电池-锂电池,33,300953.SZ,300953
轻工制造-造纸-造纸Ⅲ,33,002012.SZ,002012
计算机-计算机设备-其他计算机设备,33,000066.SZ,000066
有色金属-金属新材料-磁性材料,33,301622.SZ,301622
计算机-软件开发-垂直应用软件,33,300366.SZ,300366
传媒-文化传媒-出版,33,301231.SZ,301231
商贸零售-零售-专业连锁,33,300755.SZ,300755
汽车-汽车零部件-车身附件及饰件,17,600081.SH,600081
基础化工-农化制品-磷肥及磷化工,33,002895.SZ,002895
汽车-汽车零部件-底盘与发动机系统,151,920146.BJ,920146
非银金融-多元金融-多元金融Ⅲ,17,600783.SH,600783
有色金属-金属新材料-磁性材料,33,300224.SZ,300224
机械设备-通用设备-仪器仪表,33,300371.SZ,300371
电力设备-光伏设备-光伏辅材,17,688560.SH,688560
公用事业-电力-水电,33,000722.SZ,000722
基础化工-化学纤维-粘胶,33,000677.SZ,000677
房地产-房地产-房地产服务,17,603506.SH,603506
基础化工-化学制品-纺织化学用品,17,603980.SH,603980
机械设备-专用设备-其他专用设备,151,920156.BJ,920156
机械设备-专用设备-其他专用设备,33,002690.SZ,002690
汽车-汽车零部件-底盘与发动机系统,17,603178.SH,603178
农林牧渔-农产品加工-粮油加工,17,603231.SH,603231
汽车-汽车零部件-底盘与发动机系统,33,301170.SZ,301170
机械设备-工程机械-工程机械Ⅲ,151,920101.BJ,920101
公用事业-电力-新能源发电,33,000155.SZ,000155
综合-综合-综合Ⅲ,17,600881.SH,600881
机械设备-通用设备-机床工具,33,003025.SZ,003025
电子-光学光电子-面板,33,002955.SZ,002955
电力设备-电网设备-输变电设备,33,002927.SZ,002927
国防军工-军工电子-军工电子Ⅲ,33,002151.SZ,002151
基础化工-农化制品-复合肥,33,002538.SZ,002538
医药生物-医药商业-医药流通,17,603108.SH,603108
电力设备-电机-电机Ⅲ,33,300626.SZ,300626
房地产-房地产-住宅开发,17,600048.SH,600048
基础化工-化学纤维-涤纶,33,301057.SZ,301057
计算机-IT服务-IT服务Ⅲ,17,688158.SH,688158
汽车-汽车零部件-底盘与发动机系统,151,920418.BJ,920418
机械设备-自动化设备-机器人,33,301112.SZ,301112
机械设备-工程机械-工程机械Ⅲ,17,603338.SH,603338
食品饮料-饮料制造-啤酒,33,000752.SZ,000752
有色金属-小金属-其他小金属,17,600456.SH,600456
医药生物-化学制药-化学制剂,17,603168.SH,603168
交通运输-港口航运-航运,17,601872.SH,601872
电子-其他电子-其他电子Ⅲ,33,300736.SZ,300736
基础化工-化学原料-其他化学原料,33,300927.SZ,300927
电子-光学光电子-光学元件,33,001373.SZ,001373
汽车-汽车零部件-车身附件及饰件,33,301529.SZ,301529
商贸零售-零售-百货零售,17,600712.SH,600712
医药生物-医疗器械-医疗设备,17,600587.SH,600587
电力设备-光伏设备-逆变器,33,300827.SZ,300827
机械设备-通用设备-其他通用设备,33,301028.SZ,301028
有色金属-小金属-其他小金属,33,300328.SZ,300328
钢铁-钢铁-冶钢原料,17,601969.SH,601969
机械设备-通用设备-其他通用设备,151,920950.BJ,920950
环保-环境治理-水务及水治理,17,688069.SH,688069
计算机-IT服务-IT服务Ⅲ,151,920493.BJ,920493
机械设备-自动化设备-工控设备,151,920425.BJ,920425
美容护理-美容护理-个护用品,17,605009.SH,605009
食品饮料-饮料制造-乳品,33,300898.SZ,300898
电力设备-电池-锂电专用设备,33,301325.SZ,301325
汽车-汽车零部件-其他汽车零部件,22,603922.SH,603922
电力设备-电机-电机Ⅲ,33,002176.SZ,002176
公用事业-电力-热力,33,002479.SZ,002479
机械设备-专用设备-农用机械,17,603029.SH,603029
机械设备-自动化设备-工控设备,17,603583.SH,603583
国防军工-军工电子-军工电子Ⅲ,33,301213.SZ,301213
农林牧渔-农产品加工-其他农产品加工,33,002086.SZ,002086
建筑材料-建筑材料-耐火材料,33,002225.SZ,002225
基础化工-化学制品-纺织化学用品,17,600352.SH,600352
医药生物-中药-中药Ⅲ,17,600976.SH,600976
机械设备-通用设备-机床工具,151,920870.BJ,920870
机械设备-专用设备-能源及重型设备,17,601798.SH,601798
建筑装饰-建筑装饰-工程咨询服务,17,603017.SH,603017
基础化工-化学制品-食品及饲料添加剂,33,300741.SZ,300741
机械设备-通用设备-金属制品,17,603278.SH,603278
公用事业-燃气-燃气Ⅲ,17,603706.SH,603706
医药生物-医疗服务-医院,33,002524.SZ,002524
电力设备-电网设备-输变电设备,33,002028.SZ,002028
机械设备-通用设备-仪器仪表,151,920476.BJ,920476
电力设备-光伏设备-硅料硅片,33,300345.SZ,300345
公用事业-电力-火电,17,600509.SH,600509
环保-环保设备-环保设备Ⅲ,33,000551.SZ,000551
食品饮料-白酒-白酒Ⅲ,17,600809.SH,600809
纺织服饰-服装家纺-饰品,17,600916.SH,600916
医药生物-中药-中药Ⅲ,17,600332.SH,600332
公用事业-电力-火电,33,000543.SZ,000543
电子-光学光电子-面板,33,300088.SZ,300088
机械设备-自动化设备-其他自动化设备,151,920260.BJ,920260
机械设备-通用设备-金属制品,33,300817.SZ,300817
电子-光学光电子-LED,17,605365.SH,605365
机械设备-工程机械-工程机械Ⅲ,33,300201.SZ,300201
汽车-汽车零部件-车身附件及饰件,33,300446.SZ,300446
房地产-房地产-住宅开发,33,000863.SZ,000863
汽车-汽车零部件-其他汽车零部件,33,300237.SZ,300237
汽车-汽车零部件-底盘与发动机系统,33,301229.SZ,301229
机械设备-通用设备-磨具磨料,151,920725.BJ,920725
交通运输-公路铁路运输-高速公路,17,600012.SH,600012
纺织服饰-服装家纺-服装,33,301088.SZ,301088
国防军工-军工电子-军工电子Ⅲ,17,603712.SH,603712
汽车-汽车零部件-底盘与发动机系统,17,605255.SH,605255
电力设备-电池-锂电池,17,600152.SH,600152
基础化工-塑料制品-改性塑料,17,600143.SH,600143
汽车-汽车零部件-车身附件及饰件,33,301173.SZ,301173
机械设备-专用设备-印刷包装机械,33,002611.SZ,002611
通信-通信设备-通信终端及配件,17,688592.SH,688592
电子-光学光电子-LED,33,300752.SZ,300752
基础化工-农化制品-农药,17,600486.SH,600486
机械设备-通用设备-仪器仪表,33,300667.SZ,300667
国防军工-军工装备-航空装备,33,300696.SZ,300696
国防军工-军工装备-航空装备,33,002933.SZ,002933
电力设备-电机-电机Ⅲ,17,603489.SH,603489
轻工制造-包装印刷-印刷,33,001279.SZ,001279
电子-半导体-数字芯片设计,17,688047.SH,688047
机械设备-通用设备-金属制品,33,002871.SZ,002871
国防军工-军工装备-航天装备,33,002829.SZ,002829
机械设备-通用设备-制冷空调设备,33,301272.SZ,301272
电力设备-电网设备-线缆部件及其他,151,920639.BJ,920639
机械设备-通用设备-金属制品,33,300718.SZ,300718
通信-通信设备-通信终端及配件,33,300555.SZ,300555
非银金融-保险-保险Ⅲ,17,601336.SH,601336
基础化工-农化制品-农药,17,603599.SH,603599
基础化工-化学制品-民爆用品,33,002917.SZ,002917
电子-光学光电子-面板,33,300076.SZ,300076
汽车-汽车零部件-底盘与发动机系统,33,000030.SZ,000030
农林牧渔-种植业与林业-其他种植业,33,002772.SZ,002772
机械设备-自动化设备-其他自动化设备,33,301512.SZ,301512
商贸零售-零售-旅游零售,17,601888.SH,601888
电力设备-电网设备-电气自控设备,33,002546.SZ,002546
国防军工-军工装备-航空装备,17,688297.SH,688297
公用事业-电力-新能源发电,151,920770.BJ,920770
电力设备-光伏设备-硅料硅片,17,600481.SH,600481
交通运输-公路铁路运输-高速公路,17,600350.SH,600350
汽车-汽车零部件-底盘与发动机系统,151,920022.BJ,920022
机械设备-专用设备-能源及重型设备,17,603036.SH,603036
食品饮料-白酒-白酒Ⅲ,17,603198.SH,603198
有色金属-小金属-其他小金属,17,600281.SH,600281
电子-消费电子-消费电子零部件及组装,33,301329.SZ,301329
环保-环境治理-综合环境治理,17,605069.SH,605069
医药生物-化学制药-原料药,33,002001.SZ,002001
公用事业-电力-热力,33,001210.SZ,001210
机械设备-通用设备-金属制品,33,002896.SZ,002896
环保-环保设备-环保设备Ⅲ,33,001336.SZ,001336
汽车-汽车零部件-汽车电子电气系统,33,301499.SZ,301499
传媒-文化传媒-出版,33,000793.SZ,000793
商贸零售-零售-商业物业经营,17,601828.SH,601828
机械设备-通用设备-金属制品,33,300946.SZ,300946
食品饮料-饮料制造-乳品,33,002570.SZ,002570
电力设备-电网设备-电气自控设备,17,688611.SH,688611
汽车-汽车零部件-其他汽车零部件,33,301186.SZ,301186
通信-通信设备-其他通信设备,33,301202.SZ,301202
电子-消费电子-消费电子零部件及组装,33,300793.SZ,300793
美容护理-美容护理-个护用品,33,301059.SZ,301059
汽车-汽车零部件-其他汽车零部件,17,603210.SH,603210
医药生物-医药商业-药店,33,002727.SZ,002727
基础化工-化学制品-其他化学制品,151,920471.BJ,920471
有色金属-金属新材料-其他金属新材料,17,605158.SH,605158
房地产-房地产-住宅开发,33,002208.SZ,002208
电子-元件-被动元件,17,603738.SH,603738
建筑装饰-建筑装饰-装饰园林,33,002200.SZ,002200
计算机-软件开发-垂直应用软件,17,688078.SH,688078
食品饮料-食品加工制造-调味发酵品,17,600298.SH,600298
社会服务-其他社会服务-专业服务,17,603183.SH,603183
国防军工-军工装备-航空装备,33,000738.SZ,000738
汽车-汽车零部件-其他汽车零部件,33,002921.SZ,002921
国防军工-军工电子-军工电子Ⅲ,33,300447.SZ,300447
电子-光学光电子-面板,17,603703.SH,603703
机械设备-通用设备-其他通用设备,33,301125.SZ,301125
基础化工-塑料制品-膜材料,33,000920.SZ,000920
电力设备-电池-电池化学品,17,603026.SH,603026
电力设备-电机-电机Ⅲ,33,002801.SZ,002801
房地产-房地产-商业地产,33,001979.SZ,001979
社会服务-教育-教育Ⅲ,33,002659.SZ,002659
建筑装饰-建筑装饰-工程咨询服务,17,603458.SH,603458
机械设备-自动化设备-工控设备,33,301418.SZ,301418
电力设备-电网设备-电气自控设备,17,688330.SH,688330
汽车-汽车零部件-轮胎轮毂,33,301539.SZ,301539
计算机-软件开发-横向通用软件,33,301270.SZ,301270
电力设备-风电设备-风电零部件,17,603248.SH,603248
基础化工-非金属材料-非金属材料Ⅲ,17,605086.SH,605086
电力设备-电网设备-电气自控设备,33,300018.SZ,300018
房地产-房地产-商业地产,33,000608.SZ,000608
国防军工-军工装备-地面兵装,33,000576.SZ,000576
汽车-汽车服务及其他-其他运输设备,33,301345.SZ,301345
机械设备-专用设备-能源及重型设备,151,920703.BJ,920703
计算机-计算机设备-安防设备,33,300449.SZ,300449
国防军工-军工装备-航空装备,33,002111.SZ,002111
计算机-IT服务-IT服务Ⅲ,33,301085.SZ,301085
基础化工-农化制品-磷肥及磷化工,17,603077.SH,603077
电力设备-电池-电池化学品,17,603659.SH,603659
美容护理-美容护理-个护用品,33,002511.SZ,002511
食品饮料-食品加工制造-休闲食品,17,603777.SH,603777
食品饮料-饮料制造-乳品,17,605300.SH,605300
社会服务-旅游及酒店-自然景点,17,603099.SH,603099
计算机-计算机设备-其他计算机设备,33,300455.SZ,300455
机械设备-通用设备-机床工具,33,300809.SZ,300809
机械设备-专用设备-能源及重型设备,151,920931.BJ,920931
汽车-汽车零部件-底盘与发动机系统,151,920837.BJ,920837
家用电器-小家电-小家电Ⅲ,17,603219.SH,603219
建筑装饰-建筑装饰-基础建设,33,002628.SZ,002628
传媒-文化传媒-数字媒体,33,301313.SZ,301313
机械设备-自动化设备-工控设备,33,002184.SZ,002184
计算机-IT服务-IT服务Ⅲ,33,301218.SZ,301218
汽车-汽车零部件-底盘与发动机系统,151,920195.BJ,920195
纺织服饰-服装家纺-鞋帽及其他,33,300591.SZ,300591
钢铁-钢铁-特钢,33,002318.SZ,002318
农林牧渔-养殖业-生猪养殖,17,603477.SH,603477
机械设备-专用设备-其他专用设备,33,301013.SZ,301013
国防军工-军工电子-军工电子Ⅲ,33,002025.SZ,002025
公用事业-电力-热力,17,600719.SH,600719
石油石化-石油加工贸易-石油加工,17,600028.SH,600028
机械设备-通用设备-仪器仪表,33,300572.SZ,300572
电子-消费电子-消费电子零部件及组装,33,002139.SZ,002139
美容护理-美容护理-个护用品,17,600249.SH,600249
交通运输-港口航运-航运,17,601919.SH,601919
电子-元件-被动元件,151,920641.BJ,920641
计算机-软件开发-横向通用软件,17,688030.SH,688030
建筑装饰-建筑装饰-基础建设,17,601868.SH,601868
机械设备-通用设备-金属制品,33,002026.SZ,002026
基础化工-化学制品-其他化学制品,17,603004.SH,603004
公用事业-电力-火电,33,001286.SZ,001286
通信-通信设备-通信终端及配件,33,300205.SZ,300205
机械设备-专用设备-能源及重型设备,33,002353.SZ,002353
医药生物-医疗服务-医院,17,600257.SH,600257
汽车-汽车零部件-车身附件及饰件,17,603266.SH,603266
建筑材料-建筑材料-水泥,17,603616.SH,603616
电力设备-电网设备-输变电设备,33,300477.SZ,300477
家用电器-小家电-小家电Ⅲ,33,301187.SZ,301187
轻工制造-包装印刷-包装,33,002846.SZ,002846
电力设备-电池-电池化学品,33,002805.SZ,002805
电力设备-电网设备-输变电设备,33,300444.SZ,300444
建筑装饰-建筑装饰-工程咨询服务,151,920149.BJ,920149
非银金融-证券-证券Ⅲ,17,601555.SH,601555
汽车-汽车零部件-轮胎轮毂,17,600469.SH,600469
有色金属-小金属-其他小金属,33,002978.SZ,002978
食品饮料-食品加工制造-预加工食品,151,920826.BJ,920826
电力设备-光伏设备-光伏辅材,17,688680.SH,688680
机械设备-专用设备-能源及重型设备,33,002526.SZ,002526
国防军工-军工装备-航空装备,33,300775.SZ,300775
传媒-文化传媒-电视广播,17,600637.SH,600637
轻工制造-家居用品-其他家居用品,33,301575.SZ,301575
建筑装饰-建筑装饰-工程咨询服务,33,300826.SZ,300826
机械设备-专用设备-农用机械,151,920608.BJ,920608
计算机-软件开发-垂直应用软件,17,688590.SH,688590
汽车-汽车零部件-车身附件及饰件,33,300893.SZ,300893
公用事业-电力-电能综合服务,17,600969.SH,600969
机械设备-专用设备-其他专用设备,33,300549.SZ,300549
公用事业-电力-新能源发电,33,002480.SZ,002480
计算机-IT服务-IT服务Ⅲ,17,688207.SH,688207
基础化工-塑料制品-膜材料,33,002632.SZ,002632
电力设备-电池-电池化学品,17,688275.SH,688275
有色金属-小金属-其他小金属,33,002738.SZ,002738
轻工制造-家居用品-瓷砖地板,33,002798.SZ,002798
轻工制造-包装印刷-包装,33,000659.SZ,000659
纺织服饰-服装家纺-家纺,33,002293.SZ,002293
电子-半导体-分立器件,22,600745.SH,600745
汽车-汽车零部件-底盘与发动机系统,33,002472.SZ,002472
轻工制造-家居用品-其他家居用品,33,001216.SZ,001216
汽车-汽车零部件-其他汽车零部件,33,301680.SZ,301680
计算机-IT服务-IT服务Ⅲ,33,301316.SZ,301316
非银金融-证券-证券Ⅲ,17,601108.SH,601108
机械设备-通用设备-机床工具,17,688577.SH,688577
电力设备-电网设备-输变电设备,151,920046.BJ,920046
美容护理-美容护理-化妆品,33,300849.SZ,300849
汽车-汽车零部件-其他汽车零部件,17,603109.SH,603109
基础化工-塑料制品-其他塑料制品,151,920028.BJ,920028
计算机-软件开发-垂直应用软件,33,300033.SZ,300033
建筑装饰-建筑装饰-工程咨询服务,33,301027.SZ,301027
社会服务-旅游及酒店-旅游综合,33,000610.SZ,000610
石油石化-石油加工贸易-石油加工,17,600688.SH,600688
建筑材料-建筑材料-管材,33,002372.SZ,002372
非银金融-证券-证券Ⅲ,17,601066.SH,601066
汽车-汽车零部件-底盘与发动机系统,17,688280.SH,688280
汽车-汽车零部件-底盘与发动机系统,17,603166.SH,603166
非银金融-证券-证券Ⅲ,17,600109.SH,600109
国防军工-军工装备-航空装备,33,300699.SZ,300699
汽车-汽车零部件-底盘与发动机系统,33,301560.SZ,301560
纺织服饰-纺织制造-棉纺,33,002083.SZ,002083
电力设备-电网设备-输变电设备,17,600768.SH,600768
食品饮料-饮料制造-软饮料,17,605388.SH,605388
汽车-汽车零部件-轮胎轮毂,33,300652.SZ,300652
电力设备-光伏设备-硅料硅片,33,002129.SZ,002129
社会服务-教育-教育Ⅲ,17,600455.SH,600455
电力设备-光伏设备-光伏辅材,17,603381.SH,603381
计算机-IT服务-IT服务Ⅲ,33,301172.SZ,301172
电力设备-电网设备-输变电设备,33,001393.SZ,001393
有色金属-工业金属-铝,33,002988.SZ,002988
电力设备-电网设备-输变电设备,17,603097.SH,603097
医药生物-中药-中药Ⅲ,22,605199.SH,605199
汽车-汽车零部件-底盘与发动机系统,33,301119.SZ,301119
基础化工-化学制品-其他化学制品,17,603255.SH,603255
电子-消费电子-消费电子零部件及组装,17,601231.SH,601231
建筑装饰-建筑装饰-专业工程,33,002051.SZ,002051
基础化工-化学原料-无机盐,17,600714.SH,600714
农林牧渔-养殖业-肉鸡养殖,33,002746.SZ,002746
基础化工-化学制品-其他化学制品,151,920832.BJ,920832
建筑材料-建筑材料-玻璃玻纤,17,601112.SH,601112
电力设备-其他电源设备-其他电源设备Ⅲ,33,300277.SZ,300277
电力设备-电机-电机Ⅲ,33,300660.SZ,300660
机械设备-专用设备-其他专用设备,33,300971.SZ,300971
电子-消费电子-消费电子零部件及组装,151,920005.BJ,920005
电子-消费电子-消费电子零部件及组装,17,603626.SH,603626
公用事业-电力-新能源发电,33,002015.SZ,002015
电子-其他电子-其他电子Ⅲ,33,301275.SZ,301275
家用电器-小家电-小家电Ⅲ,33,002403.SZ,002403
石油石化-油气开采及服务-油气开采,17,603619.SH,603619
纺织服饰-纺织制造-棉纺,33,002394.SZ,002394
石油石化-石油加工贸易-油品石化贸易,33,000554.SZ,000554
商贸零售-零售-百货零售,17,601933.SH,601933
公用事业-电力-电能综合服务,33,300040.SZ,300040
食品饮料-食品加工制造-休闲食品,17,603697.SH,603697
纺织服饰-服装家纺-家纺,33,002327.SZ,002327
汽车-汽车零部件-其他汽车零部件,151,920720.BJ,920720
计算机-IT服务-IT服务Ⅲ,17,688258.SH,688258
计算机-软件开发-垂直应用软件,33,301269.SZ,301269
电子-元件-被动元件,33,300408.SZ,300408
农林牧渔-养殖业-动物保健,17,600195.SH,600195
机械设备-通用设备-其他通用设备,33,300470.SZ,300470
轻工制造-家居用品-文娱用品,33,301101.SZ,301101
机械设备-通用设备-金属制品,33,301268.SZ,301268
机械设备-通用设备-金属制品,33,300838.SZ,300838
电力设备-风电设备-风电零部件,33,002531.SZ,002531
电力设备-电机-电机Ⅲ,33,002823.SZ,002823
国防军工-军工装备-航空装备,33,300965.SZ,300965
汽车-汽车零部件-底盘与发动机系统,17,603586.SH,603586
基础化工-化学原料-其他化学原料,33,301069.SZ,301069
电力设备-风电设备-风电零部件,33,000809.SZ,000809
轻工制造-包装印刷-包装,17,603058.SH,603058
非银金融-证券-证券Ⅲ,33,002673.SZ,002673
建筑装饰-建筑装饰-工程咨询服务,151,920003.BJ,920003
基础化工-非金属材料-非金属材料Ⅲ,17,603612.SH,603612
基础化工-塑料制品-改性塑料,151,920066.BJ,920066
环保-环境治理-水务及水治理,33,301148.SZ,301148
机械设备-通用设备-仪器仪表,151,920509.BJ,920509
电力设备-其他电源设备-其他电源设备Ⅲ,17,600875.SH,600875
机械设备-通用设备-制冷空调设备,33,001237.SZ,001237
基础化工-化学制品-其他化学制品,33,301077.SZ,301077
农林牧渔-农产品加工-果蔬加工,33,000972.SZ,000972
公用事业-电力-电能综合服务,17,600644.SH,600644
