股票代码,所属同花顺行业,market_code,code
688808.SH,机械设备-通用设备-仪器仪表,17,688808
920125.BJ,机械设备-自动化设备-其他自动化设备,151,920125
300422.SZ,环保-环境治理-水务及水治理,33,300422
300283.SZ,电力设备-电网设备-输变电设备,33,300283
300613.SZ,电子-半导体-数字芯片设计,33,300613
688268.SH,电子-电子化学品-电子化学品Ⅲ,17,688268
688633.SH,机械设备-专用设备-能源及重型设备,17,688633
301077.SZ,基础化工-化学制品-其他化学制品,33,301077
300721.SZ,基础化工-化学制品-其他化学制品,33,300721
300489.SZ,电子-光学光电子-光学元件,33,300489
688141.SH,电子-半导体-模拟芯片设计,17,688141
688807.SH,电子-半导体-数字芯片设计,17,688807
300390.SZ,电力设备-电池-电池化学品,33,300390
688347.SH,电子-半导体-集成电路制造,17,688347
301003.SZ,基础化工-塑料制品-改性塑料,33,301003
300434.SZ,医药生物-化学制药-化学制剂,33,300434
301307.SZ,通信-通信设备-通信网络设备及器件,33,301307
300965.SZ,国防军工-军工装备-航空装备,33,300965
688101.SH,环保-环境治理-水务及水治理,17,688101
000889.SZ,通信-通信服务-通信工程及服务,33,000889
002795.SZ,机械设备-通用设备-金属制品,33,002795
600537.SH,电力设备-光伏设备-光伏电池组件,17,600537
002999.SZ,基础化工-农化制品-复合肥,33,002999
600726.SH,煤炭-煤炭开采加工-煤炭开采,17,600726
002406.SZ,汽车-汽车零部件-底盘与发动机系统,33,002406
603318.SH,公用事业-燃气-燃气Ⅲ,17,603318
000925.SZ,机械设备-轨交设备-轨交设备Ⅲ,33,000925
002313.SZ,通信-通信设备-通信终端及配件,33,002313
603680.SH,机械设备-轨交设备-轨交设备Ⅲ,17,603680
301510.SZ,机械设备-自动化设备-工控设备,33,301510
688629.SH,国防军工-军工电子-军工电子Ⅲ,17,688629
000906.SZ,交通运输-物流-物流Ⅲ,33,000906
300057.SZ,有色金属-工业金属-铝,33,300057
000973.SZ,基础化工-塑料制品-膜材料,33,000973
603390.SH,汽车-汽车零部件-汽车电子电气系统,17,603390
600826.SH,社会服务-其他社会服务-专业服务,17,600826
603520.SH,医药生物-化学制药-原料药,17,603520
600152.SH,电力设备-电池-锂电池,17,600152
002176.SZ,电力设备-电机-电机Ⅲ,33,002176
603365.SH,纺织服饰-服装家纺-家纺,17,603365
603272.SH,轻工制造-家居用品-其他家居用品,17,603272
603937.SH,有色金属-工业金属-铝,17,603937
002810.SZ,基础化工-化学制品-其他化学制品,33,002810
603016.SH,电力设备-电网设备-输变电设备,17,603016
603967.SH,交通运输-物流-物流Ⅲ,17,603967
603599.SH,基础化工-农化制品-农药,17,603599
002290.SZ,家用电器-白色家电-家电零部件,33,002290
002812.SZ,电力设备-电池-电池化学品,33,002812
002990.SZ,计算机-计算机设备-其他计算机设备,33,002990
600208.SH,房地产-房地产-住宅开发,17,600208
600370.SH,基础化工-化学纤维-涤纶,17,600370
002127.SZ,商贸零售-互联网电商-互联网电商Ⅲ,33,002127
002240.SZ,有色金属-能源金属-锂,33,002240
600527.SH,基础化工-化学纤维-其他纤维,17,600527
603655.SH,汽车-汽车零部件-其他汽车零部件,17,603655
002756.SZ,有色金属-能源金属-锂,33,002756
603876.SH,有色金属-工业金属-铝,17,603876
001339.SZ,计算机-计算机设备-其他计算机设备,33,001339
001211.SZ,轻工制造-家居用品-其他家居用品,33,001211
002192.SZ,有色金属-能源金属-锂,33,002192
600499.SH,轻工制造-家居用品-瓷砖地板,17,600499
001234.SZ,纺织服饰-服装家纺-服装,33,001234
000062.SZ,电子-其他电子-其他电子Ⅲ,33,000062
600338.SH,有色金属-工业金属-铅锌,17,600338
603066.SH,交通运输-物流-物流Ⅲ,17,603066
002331.SZ,计算机-IT服务-IT服务Ⅲ,33,002331
003036.SZ,机械设备-专用设备-纺织服装设备,33,003036
002407.SZ,基础化工-化学制品-氟化工,33,002407
603819.SH,电力设备-电机-电机Ⅲ,17,603819
600633.SH,传媒-游戏-游戏Ⅲ,17,600633
000546.SZ,环保-环境治理-固废治理,33,000546
002787.SZ,轻工制造-包装印刷-包装,33,002787
600545.SH,机械设备-专用设备-纺织服装设备,17,600545
603060.SH,社会服务-其他社会服务-专业服务,17,603060
600770.SH,综合-综合-综合Ⅲ,17,600770
300575.SZ,基础化工-农化制品-农药,33,300575
300501.SZ,轻工制造-包装印刷-包装,33,300501
920207.BJ,计算机-软件开发-垂直应用软件,151,920207
688001.SH,机械设备-专用设备-其他专用设备,17,688001
301588.SZ,基础化工-塑料制品-其他塑料制品,33,301588
300339.SZ,计算机-IT服务-IT服务Ⅲ,33,300339
688519.SH,电子-元件-印制电路板,17,688519
301273.SZ,机械设备-通用设备-其他通用设备,33,301273
920914.BJ,有色金属-能源金属-镍,151,920914
301165.SZ,通信-通信设备-通信网络设备及器件,33,301165
300397.SZ,国防军工-军工电子-军工电子Ⅲ,33,300397
301239.SZ,医药生物-医疗服务-医院,33,301239
300723.SZ,医药生物-化学制药-化学制剂,33,300723
002466.SZ,有色金属-能源金属-锂,33,002466
002980.SZ,电力设备-电网设备-电气自控设备,33,002980
300905.SZ,基础化工-化学纤维-其他纤维,33,300905
688041.SH,电子-半导体-数字芯片设计,17,688041
301248.SZ,计算机-IT服务-IT服务Ⅲ,33,301248
002092.SZ,基础化工-化学原料-氯碱,33,002092
003030.SZ,农林牧渔-农产品加工-其他农产品加工,33,003030
000762.SZ,钢铁-钢铁-冶钢原料,33,000762
688558.SH,机械设备-通用设备-机床工具,17,688558
300005.SZ,纺织服饰-服装家纺-服装,33,300005
600331.SH,基础化工-农化制品-磷肥及磷化工,17,600331
600227.SH,基础化工-农化制品-氮肥,17,600227
301150.SZ,电力设备-电池-锂电池,33,301150
603738.SH,电子-元件-被动元件,17,603738
688130.SH,电子-半导体-模拟芯片设计,17,688130
688148.SH,电力设备-电池-电池化学品,17,688148
000688.SZ,有色金属-小金属-钼,33,000688
002943.SZ,机械设备-通用设备-机床工具,33,002943
300919.SZ,电力设备-电池-电池化学品,33,300919
688338.SH,医药生物-医疗器械-体外诊断,17,688338
002709.SZ,电力设备-电池-电池化学品,33,002709
600791.SH,房地产-房地产-住宅开发,17,600791
301391.SZ,计算机-计算机设备-其他计算机设备,33,301391
002440.SZ,基础化工-化学制品-纺织化学用品,33,002440
688802.SH,电子-半导体-数字芯片设计,17,688802
603006.SH,汽车-物流-物流Ⅲ,17,603006
688702.SH,电子-半导体-数字芯片设计,17,688702
688381.SH,电子-半导体-模拟芯片设计,17,688381
000593.SZ,公用事业-燃气-燃气Ⅲ,33,000593
300092.SZ,机械设备-专用设备-能源及重型设备,33,300092
300856.SZ,美容护理-美容护理-化妆品,33,300856
002712.SZ,传媒-文化传媒-广告营销,33,002712
603829.SH,电力设备-电网设备-输变电设备,17,603829
300408.SZ,电子-元件-被动元件,33,300408
301630.SZ,电子-电子化学品-电子化学品Ⅲ,33,301630
002921.SZ,汽车-汽车零部件-其他汽车零部件,33,002921
603906.SH,电力设备-电池-电池化学品,17,603906
688258.SH,计算机-IT服务-IT服务Ⅲ,17,688258
002556.SZ,农林牧渔-种植业与林业-农业综合,33,002556
603659.SH,电力设备-电池-电池化学品,17,603659
603196.SH,纺织服饰-服装家纺-服装,17,603196
002497.SZ,基础化工-化学制品-民爆用品,33,002497
603868.SH,家用电器-小家电-小家电Ⅲ,17,603868
000912.SZ,基础化工-农化制品-氮肥,33,000912
601636.SH,建筑材料-建筑材料-玻璃玻纤,17,601636
002652.SZ,建筑材料-建筑材料-其他建材,33,002652
002460.SZ,有色金属-能源金属-锂,33,002460
600429.SH,食品饮料-饮料制造-乳品,17,600429
002634.SZ,纺织服饰-服装家纺-服装,33,002634
002549.SZ,环保-环境治理-大气治理,33,002549
002738.SZ,有色金属-小金属-其他小金属,33,002738
600605.SH,商贸零售-零售-商业物业经营,17,600605
300075.SZ,计算机-软件开发-垂直应用软件,33,300075
600566.SH,医药生物-中药-中药Ⅲ,17,600566
920651.BJ,机械设备-通用设备-仪器仪表,151,920651
603399.SH,有色金属-能源金属-锂,17,603399
300654.SZ,传媒-文化传媒-出版,33,300654
688595.SH,电子-半导体-数字芯片设计,17,688595
002799.SZ,轻工制造-包装印刷-包装,33,002799
002919.SZ,传媒-游戏-游戏Ⅲ,33,002919
002947.SZ,电子-消费电子-消费电子零部件及组装,33,002947
