code,股票代码,market_code,所属同花顺行业
920222,920222.BJ,151,电力设备-电网设备-输变电设备
920305,920305.BJ,151,计算机-IT服务-IT服务Ⅲ
920018,920018.BJ,151,电力设备-电网设备-线缆部件及其他
300062,300062.SZ,33,电力设备-电网设备-输变电设备
301587,301587.SZ,33,电力设备-电池-锂电池
301292,301292.SZ,33,电力设备-电池-电池化学品
301357,301357.SZ,33,国防军工-军工装备-地面兵装
301234,301234.SZ,33,医药生物-医疗器械-医疗耗材
300510,300510.SZ,33,电力设备-电网设备-电气自控设备
300141,300141.SZ,33,电力设备-电网设备-输变电设备
300214,300214.SZ,33,基础化工-化学制品-其他化学制品
300444,300444.SZ,33,电力设备-电网设备-输变电设备
688618,688618.SH,17,通信-通信设备-通信网络设备及器件
688679,688679.SH,17,环保-环境治理-固废治理
301158,301158.SZ,33,机械设备-专用设备-能源及重型设备
300472,300472.SZ,33,机械设备-专用设备-其他专用设备
300929,300929.SZ,33,环保-环境治理-水务及水治理
920193,920193.BJ,151,电力设备-电池-电池化学品
300407,300407.SZ,33,电力设备-电网设备-电气自控设备
920000,920000.BJ,151,汽车-汽车零部件-底盘与发动机系统
300265,300265.SZ,33,电力设备-电网设备-线缆部件及其他
688485,688485.SH,17,环保-环境治理-综合环境治理
301446,301446.SZ,33,机械设备-工程机械-工程机械Ⅲ
688057,688057.SH,17,环保-环境治理-水务及水治理
301439,301439.SZ,33,电力设备-电网设备-线缆部件及其他
300191,300191.SZ,33,石油石化-油气开采及服务-油气开采
688353,688353.SH,17,电力设备-电池-电池化学品
301291,301291.SZ,33,电力设备-电网设备-输变电设备
300862,300862.SZ,33,环保-环保设备-环保设备Ⅲ
300875,300875.SZ,33,国防军工-军工装备-地面兵装
688275,688275.SH,17,电力设备-电池-电池化学品
688676,688676.SH,17,电力设备-电网设备-输变电设备
301669,301669.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
300557,300557.SZ,33,机械设备-通用设备-仪器仪表
002514,002514.SZ,33,机械设备-通用设备-金属制品
920634,920634.BJ,151,有色金属-工业金属-铅锌
920006,920006.BJ,151,国防军工-军工装备-航空装备
600289,600289.SH,22,通信-通信服务-通信工程及服务
600219,600219.SH,17,有色金属-工业金属-铝
600698,600698.SH,17,汽车-汽车零部件-底盘与发动机系统
601678,601678.SH,17,基础化工-化学原料-氯碱
002218,002218.SZ,33,公用事业-电力-新能源发电
000017,000017.SZ,33,纺织服饰-服装家纺-饰品
603378,603378.SH,22,建筑材料-建筑材料-其他建材
002300,002300.SZ,33,电力设备-电网设备-线缆部件及其他
002667,002667.SZ,33,有色金属-能源金属-锂
002498,002498.SZ,33,电力设备-电网设备-线缆部件及其他
002547,002547.SZ,33,通信-通信设备-通信网络设备及器件
002199,002199.SZ,33,电子-元件-被动元件
002762,002762.SZ,33,纺织服饰-服装家纺-服装
002197,002197.SZ,33,计算机-IT服务-IT服务Ⅲ
002856,002856.SZ,33,建筑装饰-建筑装饰-装饰园林
002207,002207.SZ,33,石油石化-油气开采及服务-油服工程
002546,002546.SZ,33,电力设备-电网设备-电气自控设备
002539,002539.SZ,33,基础化工-农化制品-复合肥
000862,000862.SZ,33,公用事业-电力-新能源发电
605189,605189.SH,17,纺织服饰-纺织制造-印染
600173,600173.SH,17,公用事业-电力-新能源发电
600844,600844.SH,17,基础化工-化学原料-煤化工
600409,600409.SH,17,基础化工-化学原料-纯碱
600230,600230.SH,17,基础化工-化学制品-聚氨酯
002774,002774.SZ,33,机械设备-专用设备-楼宇设备
000803,000803.SZ,33,环保-环境治理-固废治理
603727,603727.SH,17,石油石化-油气开采及服务-油服工程
