股票代码,所属同花顺行业,code,market_code
002553.SZ,汽车-汽车零部件-底盘与发动机系统,002553,33
920033.BJ,基础化工-化学制品-其他化学制品,920033,151
603611.SH,机械设备-工程机械-工程机械Ⅲ,603611,17
920556.BJ,电力设备-电网设备-电气自控设备,920556,151
688101.SH,环保-环境治理-水务及水治理,688101,17
600529.SH,医药生物-医疗器械-医疗耗材,600529,17
300642.SZ,医药生物-医疗器械-体外诊断,300642,33
920274.BJ,轻工制造-包装印刷-包装,920274,151
605266.SH,医药生物-医药商业-药店,605266,17
920050.BJ,医药生物-医疗器械-医疗耗材,920050,151
300623.SZ,电子-半导体-分立器件,300623,33
688605.SH,电子-半导体-半导体设备,688605,17
300508.SZ,计算机-计算机设备-其他计算机设备,300508,33
300929.SZ,环保-环境治理-水务及水治理,300929,33
603151.SH,农林牧渔-农产品加工-畜禽饲料,603151,17
688118.SH,计算机-软件开发-垂直应用软件,688118,17
301486.SZ,通信-通信设备-通信网络设备及器件,301486,33
003016.SZ,纺织服饰-服装家纺-服装,003016,33
920925.BJ,医药生物-医疗器械-医疗设备,920925,151
301585.SZ,基础化工-化学制品-纺织化学用品,301585,33
301356.SZ,轻工制造-家居用品-瓷砖地板,301356,33
300966.SZ,医药生物-化学制药-原料药,300966,33
603722.SH,基础化工-化学制品-其他化学制品,603722,17
301365.SZ,建筑装饰-建筑装饰-工程咨询服务,301365,33
002702.SZ,食品饮料-食品加工制造-预加工食品,002702,33
300865.SZ,机械设备-专用设备-能源及重型设备,300865,33
002248.SZ,机械设备-通用设备-机床工具,002248,33
301170.SZ,汽车-汽车零部件-底盘与发动机系统,301170,33
601988.SH,银行-银行-国有大型银行,601988,17
605155.SH,轻工制造-家居用品-其他家居用品,605155,17
300161.SZ,机械设备-通用设备-机床工具,300161,33
603088.SH,机械设备-通用设备-机床工具,603088,17
688393.SH,医药生物-医疗器械-体外诊断,688393,17
600458.SH,电力设备-风电设备-风电零部件,600458,17
601233.SH,基础化工-化学纤维-涤纶,601233,17
301323.SZ,有色金属-金属新材料-磁性材料,301323,33
600774.SH,医药生物-化学制药-化学制剂,600774,17
920001.BJ,电子-光学光电子-面板,920001,151
002139.SZ,电子-消费电子-消费电子零部件及组装,002139,33
300675.SZ,建筑装饰-建筑装饰-工程咨询服务,300675,33
300583.SZ,医药生物-化学制药-原料药,300583,33
002457.SZ,建筑材料-建筑材料-管材,002457,33
603416.SH,机械设备-自动化设备-机器人,603416,17
603261.SH,国防军工-军工装备-航空装备,603261,22
601187.SH,银行-银行-城商行,601187,17
002381.SZ,基础化工-橡胶制品-其他橡胶制品,002381,33
688175.SH,国防军工-军工电子-军工电子Ⅲ,688175,17
688813.SH,机械设备-专用设备-其他专用设备,688813,17
000716.SZ,食品饮料-食品加工制造-休闲食品,000716,33
300074.SZ,计算机-软件开发-垂直应用软件,300074,33
920227.BJ,计算机-IT服务-IT服务Ⅲ,920227,151
300025.SZ,通信-通信服务-通信工程及服务,300025,33
002240.SZ,有色金属-能源金属-锂,002240,33
603331.SH,机械设备-通用设备-其他通用设备,603331,17
688295.SH,基础化工-化学纤维-其他纤维,688295,17
605218.SH,电子-光学光电子-面板,605218,17
603321.SH,机械设备-专用设备-楼宇设备,603321,17
301049.SZ,环保-环境治理-固废治理,301049,33
300421.SZ,机械设备-通用设备-金属制品,300421,33
688290.SH,机械设备-自动化设备-机器人,688290,17
605389.SH,机械设备-工程机械-工程机械Ⅲ,605389,17
600579.SH,机械设备-专用设备-其他专用设备,600579,17
300720.SZ,机械设备-通用设备-仪器仪表,300720,33
002486.SZ,纺织服饰-服装家纺-服装,002486,33
603396.SH,电力设备-光伏设备-光伏加工设备,603396,17
920029.BJ,电力设备-电网设备-电气自控设备,920029,151
920271.BJ,汽车-汽车零部件-底盘与发动机系统,920271,151
002519.SZ,国防军工-军工电子-军工电子Ⅲ,002519,33
002559.SZ,机械设备-通用设备-机床工具,002559,33
002667.SZ,有色金属-能源金属-锂,002667,33
920834.BJ,基础化工-橡胶制品-其他橡胶制品,920834,151
002909.SZ,基础化工-化学制品-有机硅,002909,33
920011.BJ,电力设备-电机-电机Ⅲ,920011,151
920493.BJ,计算机-IT服务-IT服务Ⅲ,920493,151
001368.SZ,轻工制造-家居用品-文娱用品,001368,33
301429.SZ,建筑材料-建筑材料-其他建材,301429,33
300543.SZ,电子-消费电子-消费电子零部件及组装,300543,33
603379.SH,基础化工-化学制品-氟化工,603379,17
