股票代码,所属同花顺行业,market_code,code
920119.BJ,电力设备-电池-锂电专用设备,151,920119
688583.SH,机械设备-通用设备-仪器仪表,17,688583
688025.SH,机械设备-自动化设备-激光设备,17,688025
301486.SZ,电子-消费电子-消费电子零部件及组装,33,301486
300731.SZ,基础化工-橡胶制品-其他橡胶制品,33,300731
300805.SZ,传媒-文化传媒-广告营销,33,300805
688280.SH,汽车-汽车零部件-底盘与发动机系统,17,688280
688330.SH,电力设备-电网设备-电气自控设备,17,688330
688167.SH,电子-半导体-分立器件,17,688167
301235.SZ,医药生物-医疗服务-其他医疗服务,33,301235
300385.SZ,环保-环保设备-环保设备Ⅲ,33,300385
688350.SH,基础化工-化学制品-其他化学制品,17,688350
301266.SZ,电力设备-光伏设备-光伏辅材,33,301266
301317.SZ,机械设备-通用设备-其他通用设备,33,301317
688312.SH,机械设备-自动化设备-其他自动化设备,17,688312
300189.SZ,农林牧渔-种植业与林业-种子生产,33,300189
300570.SZ,通信-通信设备-通信网络设备及器件,33,300570
300757.SZ,机械设备-自动化设备-其他自动化设备,33,300757
688200.SH,电子-半导体-半导体设备,17,688200
688008.SH,电子-半导体-数字芯片设计,17,688008
688309.SH,环保-环保设备-环保设备Ⅲ,17,688309
300806.SZ,基础化工-塑料制品-膜材料,33,300806
688308.SH,机械设备-通用设备-金属制品,17,688308
300394.SZ,通信-通信设备-通信网络设备及器件,33,300394
301062.SZ,轻工制造-包装印刷-包装,33,301062
688135.SH,电子-半导体-集成电路封测,17,688135
300716.SZ,电力设备-光伏设备-光伏电池组件,33,300716
688416.SH,电子-半导体-数字芯片设计,17,688416
920087.BJ,农林牧渔-种植业与林业-种子生产,151,920087
600395.SH,煤炭-煤炭开采加工-煤炭开采,17,600395
002562.SZ,基础化工-化学制品-食品及饲料添加剂,33,002562
600371.SH,农林牧渔-种植业与林业-种子生产,17,600371
002041.SZ,农林牧渔-种植业与林业-种子生产,33,002041
600828.SH,商贸零售-零售-百货零售,17,600828
601133.SH,建筑装饰-建筑装饰-专业工程,17,601133
300828.SZ,机械设备-通用设备-金属制品,33,300828
000995.SZ,食品饮料-白酒-白酒Ⅲ,33,000995
600345.SH,通信-通信设备-其他通信设备,17,600345
605003.SH,纺织服饰-服装家纺-家纺,17,605003
002995.SZ,传媒-文化传媒-广告营销,33,002995
603103.SH,传媒-影视院线-影视院线Ⅲ,17,603103
603391.SH,机械设备-专用设备-能源及重型设备,17,603391
002952.SZ,电子-光学光电子-面板,33,002952
603172.SH,基础化工-化学制品-纺织化学用品,17,603172
601869.SH,通信-通信设备-通信线缆及配套,17,601869
600667.SH,建筑装饰-建筑装饰-工程咨询服务,17,600667
603598.SH,传媒-文化传媒-广告营销,17,603598
000798.SZ,农林牧渔-养殖业-海洋捕捞,33,000798
601231.SH,电子-消费电子-消费电子零部件及组装,17,601231
605289.SH,建筑装饰-建筑装饰-装饰园林,17,605289
603059.SH,美容护理-美容护理-个护用品,17,603059
603887.SH,通信-通信服务-通信应用增值服务,17,603887
600354.SH,农林牧渔-种植业与林业-种子生产,17,600354
603629.SH,电子-消费电子-消费电子零部件及组装,17,603629
002009.SZ,机械设备-专用设备-其他专用设备,33,002009
603863.SH,轻工制造-造纸-造纸Ⅲ,17,603863
603861.SH,电力设备-电网设备-输变电设备,17,603861
603331.SH,机械设备-通用设备-其他通用设备,17,603331
002165.SZ,基础化工-化学制品-聚氨酯,33,002165
600487.SH,通信-通信设备-通信线缆及配套,17,600487
605151.SH,汽车-汽车零部件-车身附件及饰件,17,605151
002155.SZ,有色金属-贵金属-贵金属Ⅲ,33,002155
601208.SH,基础化工-塑料制品-膜材料,17,601208
002830.SZ,建筑装饰-建筑装饰-装饰园林,33,002830
002137.SZ,电子-光学光电子-LED,33,002137
002455.SZ,基础化工-化学制品-其他化学制品,33,002455
600330.SH,电子-电子化学品-电子化学品Ⅲ,17,600330
603618.SH,电力设备-电网设备-线缆部件及其他,17,603618
603010.SH,基础化工-化学制品-其他化学制品,17,603010
600084.SH,食品饮料-饮料制造-其他酒类,17,600084
600313.SH,农林牧渔-种植业与林业-种子生产,17,600313
002491.SZ,通信-通信设备-通信线缆及配套,33,002491
688737.SH,汽车-汽车零部件-其他汽车零部件,17,688737
300863.SZ,汽车-汽车零部件-汽车电子电气系统,33,300863
301205.SZ,通信-通信设备-通信网络设备及器件,33,301205
688212.SH,医药生物-医疗器械-医疗设备,17,688212
688766.SH,电子-半导体-数字芯片设计,17,688766
301396.SZ,计算机-IT服务-IT服务Ⅲ,33,301396
920045.BJ,通信-通信设备-通信网络设备及器件,151,920045
688785.SH,电子-半导体-半导体设备,17,688785
300721.SZ,基础化工-化学制品-其他化学制品,33,300721
688411.SH,电力设备-其他电源设备-其他电源设备Ⅲ,17,688411
688796.SH,医药生物-医疗服务-医疗研发外包,17,688796
301336.SZ,轻工制造-家居用品-成品家居,33,301336
600499.SH,机械设备-专用设备-其他专用设备,17,600499
600916.SH,纺织服饰-服装家纺-饰品,17,600916
300528.SZ,传媒-影视院线-影视院线Ⅲ,33,300528
600963.SH,轻工制造-造纸-造纸Ⅲ,17,600963
688195.SH,电子-光学光电子-光学元件,17,688195
603163.SH,建筑装饰-建筑装饰-专业工程,17,603163
600356.SH,轻工制造-造纸-造纸Ⅲ,17,600356
688210.SH,电子-消费电子-消费电子零部件及组装,17,688210
603926.SH,汽车-汽车零部件-底盘与发动机系统,17,603926
300016.SZ,医药生物-化学制药-化学制剂,33,300016
920438.BJ,电子-光学光电子-光学元件,151,920438
688017.SH,机械设备-自动化设备-机器人,17,688017
688155.SH,电力设备-电池-锂电池,17,688155
301326.SZ,电子-消费电子-消费电子零部件及组装,33,301326
002837.SZ,机械设备-专用设备-其他专用设备,33,002837
300700.SZ,机械设备-通用设备-磨具磨料,33,300700
688380.SH,电子-半导体-数字芯片设计,17,688380
002767.SZ,机械设备-通用设备-仪器仪表,33,002767
688071.SH,机械设备-专用设备-其他专用设备,17,688071
300471.SZ,机械设备-专用设备-其他专用设备,33,300471
603499.SH,轻工制造-包装印刷-包装,17,603499
688419.SH,机械设备-专用设备-其他专用设备,17,688419
301183.SZ,电子-光学光电子-光学元件,33,301183
002809.SZ,基础化工-化学制品-其他化学制品,33,002809
920640.BJ,通信-通信设备-通信网络设备及器件,151,920640
688048.SH,电子-半导体-分立器件,17,688048
600331.SH,基础化工-农化制品-磷肥及磷化工,17,600331
688313.SH,通信-通信设备-通信网络设备及器件,17,688313
920751.BJ,有色金属-金属新材料-其他金属新材料,151,920751
605337.SH,食品饮料-饮料制造-软饮料,17,605337
300251.SZ,传媒-影视院线-影视院线Ⅲ,33,300251
688123.SH,电子-半导体-数字芯片设计,17,688123
300970.SZ,农林牧渔-种植业与林业-其他种植业,33,300970
000796.SZ,社会服务-旅游及酒店-旅游综合,33,000796
603966.SH,机械设备-专用设备-能源及重型设备,17,603966
603162.SH,交通运输-港口航运-航运,17,603162
300347.SZ,医药生物-医疗服务-医疗研发外包,33,300347
603516.SH,计算机-计算机设备-其他计算机设备,17,603516
600409.SH,基础化工-化学原料-纯碱,17,600409
920425.BJ,机械设备-自动化设备-工控设备,151,920425
601226.SH,建筑装饰-建筑装饰-专业工程,17,601226
688689.SH,电子-半导体-分立器件,17,688689
300502.SZ,通信-通信设备-通信网络设备及器件,33,300502
603135.SH,机械设备-专用设备-能源及重型设备,17,603135
002357.SZ,交通运输-公路铁路运输-公交,33,002357
