股票代码,所属同花顺行业,market_code,code
920189.BJ,电子-电子化学品-电子化学品Ⅲ,151,920189
920857.BJ,电子-消费电子-消费电子零部件及组装,151,920857
300454.SZ,计算机-软件开发-横向通用软件,33,300454
300369.SZ,计算机-软件开发-横向通用软件,33,300369
301321.SZ,电子-光学光电子-面板,33,301321
301202.SZ,通信-通信设备-其他通信设备,33,301202
301251.SZ,电子-元件-印制电路板,33,301251
300017.SZ,计算机-IT服务-IT服务Ⅲ,33,300017
920090.BJ,计算机-计算机设备-其他计算机设备,151,920090
300588.SZ,计算机-计算机设备-安防设备,33,300588
688508.SH,电子-半导体-模拟芯片设计,17,688508
920207.BJ,计算机-软件开发-垂直应用软件,151,920207
688691.SH,电子-半导体-集成电路制造,17,688691
920190.BJ,计算机-计算机设备-其他计算机设备,151,920190
920699.BJ,家用电器-白色家电-家电零部件,151,920699
688361.SH,电子-半导体-半导体设备,17,688361
300287.SZ,计算机-IT服务-IT服务Ⅲ,33,300287
300821.SZ,基础化工-化学制品-有机硅,33,300821
301520.SZ,医药生物-医疗服务-医疗研发外包,33,301520
688635.SH,通信-通信设备-通信线缆及配套,17,688635
688448.SH,机械设备-通用设备-其他通用设备,17,688448
301165.SZ,通信-通信设备-通信网络设备及器件,33,301165
920493.BJ,计算机-IT服务-IT服务Ⅲ,151,920493
301291.SZ,电力设备-电网设备-输变电设备,33,301291
688561.SH,计算机-软件开发-横向通用软件,17,688561
920088.BJ,石油石化-油气开采及服务-油服工程,151,920088
688347.SH,电子-半导体-集成电路制造,17,688347
688368.SH,电子-半导体-模拟芯片设计,17,688368
300567.SZ,机械设备-通用设备-仪器仪表,33,300567
688138.SH,电子-半导体-半导体材料,17,688138
002467.SZ,通信-通信服务-通信应用增值服务,33,002467
601010.SH,商贸零售-零售-百货零售,22,601010
000524.SZ,社会服务-旅游及酒店-旅游综合,33,000524
603183.SH,社会服务-其他社会服务-专业服务,17,603183
002677.SZ,家用电器-厨卫电器-厨卫电器Ⅲ,33,002677
600759.SH,石油石化-油气开采及服务-油气开采,22,600759
002546.SZ,电力设备-电网设备-电气自控设备,33,002546
002152.SZ,计算机-计算机设备-其他计算机设备,33,002152
000948.SZ,计算机-软件开发-垂直应用软件,33,000948
600350.SH,交通运输-公路铁路运输-高速公路,17,600350
002512.SZ,计算机-计算机设备-其他计算机设备,33,002512
600288.SH,计算机-软件开发-横向通用软件,17,600288
