code,股票代码,market_code,所属同花顺行业
301599,301599.SZ,33,电力设备-电池-锂电专用设备
920125,920125.BJ,151,机械设备-自动化设备-其他自动化设备
920765,920765.BJ,151,轻工制造-家居用品-成品家居
300083,300083.SZ,33,机械设备-通用设备-机床工具
300632,300632.SZ,33,电子-光学光电子-LED
688400,688400.SH,17,机械设备-自动化设备-其他自动化设备
688699,688699.SH,17,电子-半导体-模拟芯片设计
688256,688256.SH,17,电子-半导体-数字芯片设计
688531,688531.SH,17,机械设备-专用设备-其他专用设备
688521,688521.SH,17,电子-半导体-数字芯片设计
688155,688155.SH,17,电力设备-电池-锂电池
300885,300885.SZ,33,机械设备-通用设备-金属制品
688655,688655.SH,17,电子-元件-印制电路板
688141,688141.SH,17,电子-半导体-模拟芯片设计
688021,688021.SH,17,汽车-汽车零部件-其他汽车零部件
688691,688691.SH,17,电子-半导体-集成电路制造
301246,301246.SZ,33,医药生物-化学制药-原料药
688449,688449.SH,17,电子-半导体-数字芯片设计
300762,300762.SZ,33,国防军工-军工电子-军工电子Ⅲ
301588,301588.SZ,33,基础化工-塑料制品-其他塑料制品
688800,688800.SH,17,电子-其他电子-其他电子Ⅲ
688239,688239.SH,17,国防军工-军工装备-航空装备
688515,688515.SH,17,电子-半导体-模拟芯片设计
300536,300536.SZ,33,计算机-IT服务-IT服务Ⅲ
300651,300651.SZ,33,轻工制造-家居用品-文娱用品
920425,920425.BJ,151,机械设备-自动化设备-工控设备
688037,688037.SH,17,电子-半导体-半导体设备
688536,688536.SH,17,电子-半导体-模拟芯片设计
300769,300769.SZ,33,电力设备-电池-电池化学品
300820,300820.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
300843,300843.SZ,33,电子-消费电子-消费电子零部件及组装
300477,300477.SZ,33,电力设备-电网设备-输变电设备
688220,688220.SH,17,电子-半导体-模拟芯片设计
300152,300152.SZ,33,环保-环境治理-综合环境治理
688811,688811.SH,17,有色金属-金属新材料-其他金属新材料
301529,301529.SZ,33,汽车-汽车零部件-车身附件及饰件
688371,688371.SH,17,电子-电子化学品-电子化学品Ⅲ
688189,688189.SH,17,医药生物-化学制药-化学制剂
688820,688820.SH,17,电子-半导体-集成电路封测
688808,688808.SH,17,机械设备-通用设备-仪器仪表
301306,301306.SZ,33,社会服务-其他社会服务-专业服务
300672,300672.SZ,33,电子-半导体-数字芯片设计
300210,300210.SZ,33,机械设备-专用设备-其他专用设备
688418,688418.SH,17,通信-通信设备-其他通信设备
688549,688549.SH,17,电子-电子化学品-电子化学品Ⅲ
301517,301517.SZ,33,国防军工-军工电子-军工电子Ⅲ
301217,301217.SZ,33,电力设备-电池-锂电池
000790,000790.SZ,33,医药生物-中药-中药Ⅲ
600322,600322.SH,17,房地产-房地产-住宅开发
002081,002081.SZ,33,建筑装饰-建筑装饰-装饰园林
603717,603717.SH,17,农林牧渔-养殖业-生猪养殖
000402,000402.SZ,33,房地产-房地产-住宅开发
000567,000567.SZ,33,非银金融-多元金融-多元金融Ⅲ
600540,600540.SH,17,农林牧渔-种植业与林业-其他种植业
002763,002763.SZ,33,纺织服饰-服装家纺-服装
000783,000783.SZ,33,非银金融-证券-证券Ⅲ
600246,600246.SH,17,房地产-房地产-住宅开发
000980,000980.SZ,33,汽车-汽车整车-乘用车
600379,600379.SH,17,电力设备-电网设备-输变电设备
603937,603937.SH,17,有色金属-工业金属-铝
600158,600158.SH,17,社会服务-其他社会服务-体育
002235,002235.SZ,33,轻工制造-造纸-造纸Ⅲ
603190,603190.SH,17,汽车-汽车零部件-其他汽车零部件
002989,002989.SZ,33,建筑装饰-建筑装饰-装饰园林
603095,603095.SH,17,机械设备-专用设备-纺织服装设备
603711,603711.SH,17,食品饮料-饮料制造-软饮料
603131,603131.SH,17,机械设备-通用设备-其他通用设备
002805,002805.SZ,33,电力设备-电池-电池化学品
605222,605222.SH,17,电力设备-电网设备-线缆部件及其他
002929,002929.SZ,33,通信-通信服务-通信工程及服务
603698,603698.SH,17,机械设备-专用设备-能源及重型设备
002181,002181.SZ,33,传媒-文化传媒-出版
000628,000628.SZ,33,建筑装饰-建筑装饰-房屋建设
603178,603178.SH,17,汽车-汽车零部件-底盘与发动机系统
002870,002870.SZ,33,汽车-汽车零部件-汽车电子电气系统
600714,600714.SH,17,基础化工-化学原料-无机盐
603726,603726.SH,17,家用电器-白色家电-家电零部件
001316,001316.SZ,33,石油石化-石油加工贸易-油品石化贸易
605123,605123.SH,17,国防军工-军工装备-航空装备
002842,002842.SZ,33,有色金属-小金属-钨
002192,002192.SZ,33,有色金属-能源金属-锂
002453,002453.SZ,33,基础化工-化学制品-其他化学制品
000553,000553.SZ,33,基础化工-农化制品-农药
000007,000007.SZ,33,商贸零售-零售-商业物业经营
002591,002591.SZ,33,基础化工-化学制品-其他化学制品
603360,603360.SH,17,基础化工-农化制品-农药
001215,001215.SZ,33,食品饮料-食品加工制造-预加工食品
