market_code,涨停原因类别[20260122],股票代码,code
33,白银+复产+贵金属+国企,002716.SZ,002716
33,商业航天+可控核聚变+超导+国企,002149.SZ,002149
17,中标火箭基地+装配式建筑+绿色建筑,600477.SH,600477
33,,000638.SZ,000638
33,PCB概念+覆铜板+三季报增长,002141.SZ,002141
17,可控核聚变+商业航天+水泥龙头,601992.SH,601992
33,中字头+供应链服务+水泥+一带一路,000927.SZ,000927
17,黄金+有色金属+锂电材料,601212.SH,601212
33,商业航天+增资轨道辰光+环保纸,002565.SZ,002565
17,AI PCB+高端电子布+定增扩产,603256.SH,603256
17,控制权拟变更+女鞋多品牌+AIGC,603608.SH,603608
33,文旅业务+ST板块,002485.SZ,002485
33,2025年报预增+覆铜板+玻纤布+PCB概念,002636.SZ,002636
22,储能中标+电网设备+新能源合同,600525.SH,600525
33,商业航天+低空经济+航材分销,001316.SZ,001316
17,功率半导体+重大资产重组+芯片设计,600770.SH,600770
17,打开跌停+光伏组件+固态电池,603778.SH,603778
33,煤层气+天然气涨价+国企,000968.SZ,000968
33,玻纤新材+商业航天+风电叶片,002201.SZ,002201
33,高温合金+商业航天+电线电缆,002471.SZ,002471
151,芯片封装+工程设计+并购切入,920427.BJ,920427
33,重大资产重组+存储芯片+半导体分销,000670.SZ,000670
33,人形机器人+华为昇腾+输送机械,001288.SZ,001288
33,商业航天+深海系泊+索具龙头,002342.SZ,002342
17,可控核聚变+核电装备+央企,601106.SH,601106
22,ST摘帽预期+通信服务+重整完成,603559.SH,603559
33,可控核聚变+商业航天+氢能装备+压缩机,002639.SZ,002639
33,优必选入主+机器人概念,002931.SZ,002931
17,AI算力+混合云+低空经济,688316.SH,688316
22,电商零售+毛利率转正+国补合作,600228.SH,600228
17,输变电设备+商业航天+国企改革,600192.SH,600192
33,近期中标+建筑防水+商业航天,300737.SZ,300737
17,重大资产重组+铁矿资产置入+央企,600058.SH,600058
33,汽车零部件+散热器+新能源基地+股权转让,002592.SZ,002592
33,AI大模型+鸿蒙安全+移动安全,000004.SZ,000004
33,AI算力+安全GPT,300454.SZ,300454
22,控股股东破产重整+机器人概念+石墨新材料,600735.SH,600735
33,广电整合+AI数据标注+央企背景,000839.SZ,000839
33,产品涨价+航天+核电紧固件,001379.SZ,001379
33,预重整推进+海南文旅+国资入主,000793.SZ,000793
17,人形机器人+商业航天+央企,601608.SH,601608
33,商业航天+C919+湖南国资+硬质合金,002297.SZ,002297
33,机器人+国企改革+铝合金部品,300828.SZ,300828
17,,603216.SH,603216
33,TOPCon电池+ST保壳+餐饮团膳,002306.SZ,002306
33,军工装备+起落架放量+商业航天+国产替代,002985.SZ,002985
17,高频高速铜缆+机器人+AI服务器+新能源,605277.SH,605277
33,碳化硅设备+消费电子+机器人,002943.SZ,002943
33,实控人公开信+退市风险+数字云服务,300344.SZ,300344
33,可控核聚变+核电设备+危废龙头+有色金属,002266.SZ,002266
33,机器人+曲轴+回购,002283.SZ,002283
33,铝土矿转运+一带一路+大宗商品物流,001202.SZ,001202
33,2025年报预增+滁州国资入主+人形机器人+汽车结构件,002420.SZ,002420
17,商业航天+SpaceX传闻+玻璃微纤维,603601.SH,603601
33,ST板块+宝鸡国资+男装品牌,002569.SZ,002569
22,可控核聚变+航空装备+C919配套,603261.SH,603261
17,锑银矿+飞轮储能+水电,600868.SH,600868
33,,002231.SZ,002231
17,油气开采+哈萨克斯坦油田+海南自贸区,600759.SH,600759
33,ST板块+固废处理+冶金工程,000820.SZ,000820
33,偏光片+MiniLED+华为概念,001373.SZ,001373
