股票代码,market_code,涨停原因类别[20260717],code
000021.SZ,33,,000021
000037.SZ,33,电力+储能+综合能源服务+中报扭亏,000037
000048.SZ,33,,000048
000063.SZ,33,,000063
000066.SZ,33,,000066
000078.SZ,33,,000078
000566.SZ,33,,000566
000593.SZ,33,,000593
000628.SZ,33,,000628
000636.SZ,33,,000636
000639.SZ,33,,000639
000676.SZ,33,中报预增+华为鲸鸿+互联网媒体+广告,000676
000722.SZ,33,水力发电+中报预增+资产重组+湖南国资,000722
000779.SZ,33,参股算力+工程咨询+AI应用+国企改革,000779
000899.SZ,33,上网电量增长+水电资产注入+江西国资,000899
000908.SZ,33,,000908
000988.SZ,33,,000988
001226.SZ,33,,001226
001258.SZ,33,风电光伏+定增获批+半年报预增+新疆国资,001258
001267.SZ,33,,001267
001270.SZ,33,,001270
001287.SZ,33,,001287
001309.SZ,33,,001309
001317.SZ,33,,001317
001331.SZ,33,,001331
001339.SZ,33,,001339
001359.SZ,33,,001359
001369.SZ,33,锂电池电解液+聚乙烯醇+国产替代+次新股,001369
001388.SZ,33,电力智能运维+算力租赁+防冰机器人+高送转,001388
001389.SZ,33,,001389
002025.SZ,33,,002025
002038.SZ,33,,002038
002077.SZ,33,,002077
002119.SZ,33,,002119
002126.SZ,33,,002126
002137.SZ,33,,002137
002185.SZ,33,,002185
002208.SZ,33,,002208
002213.SZ,33,,002213
002235.SZ,33,,002235
002245.SZ,33,,002245
002272.SZ,33,,002272
002281.SZ,33,,002281
002290.SZ,33,,002290
002303.SZ,33,,002303
002346.SZ,33,,002346
002353.SZ,33,,002353
002354.SZ,33,,002354
002364.SZ,33,,002364
002370.SZ,33,,002370
002384.SZ,33,,002384
002402.SZ,33,,002402
002422.SZ,33,,002422
002428.SZ,33,,002428
002432.SZ,33,参股DeepSeek+参股月之暗面+AI医疗+中报预增,002432
002436.SZ,33,,002436
002484.SZ,33,,002484
002536.SZ,33,,002536
002552.SZ,33,,002552
002559.SZ,33,,002559
002579.SZ,33,,002579
002581.SZ,33,,002581
002632.SZ,33,努比亚AI手机+石墨烯散热+反光材料,002632
002636.SZ,33,,002636
002653.SZ,33,,002653
002654.SZ,33,,002654
002655.SZ,33,,002655
002667.SZ,33,,002667
002674.SZ,33,,002674
002677.SZ,33,控制权变更+跨境电商+集成灶龙头,002677
002693.SZ,33,,002693
002695.SZ,33,,002695
002718.SZ,33,,002718
002728.SZ,33,,002728
002730.SZ,33,,002730
002731.SZ,33,黄金珠宝+锂盐业务+澄清传闻+超跌反弹,002731
002747.SZ,33,,002747
002755.SZ,33,,002755
002759.SZ,33,,002759
002766.SZ,33,车路云+智能座舱+北美市场,002766
002788.SZ,33,,002788
002815.SZ,33,,002815
002821.SZ,33,,002821
002824.SZ,33,,002824
002829.SZ,33,商业航天+无人系统+中报扭亏,002829
002830.SZ,33,,002830
002838.SZ,33,,002838
002843.SZ,33,,002843
002851.SZ,33,,002851
002861.SZ,33,,002861
002897.SZ,33,,002897
002900.SZ,33,,002900
002903.SZ,33,,002903
002913.SZ,33,,002913
002921.SZ,33,,002921
002923.SZ,33,,002923
002925.SZ,33,,002925
002929.SZ,33,,002929
002940.SZ,33,,002940
002943.SZ,33,,002943
002957.SZ,33,,002957
002963.SZ,33,,002963
002965.SZ,33,,002965
002975.SZ,33,,002975
002976.SZ,33,,002976
002980.SZ,33,,002980
002990.SZ,33,,002990
002993.SZ,33,,002993
003001.SZ,33,拟收购PCB刀具+岩土工程+核电,003001
003004.SZ,33,,003004
003013.SZ,33,,003013
003018.SZ,33,,003018
003020.SZ,33,,003020
003031.SZ,33,,003031
003033.SZ,33,,003033
003036.SZ,33,,003036
003043.SZ,33,,003043
300005.SZ,33,,300005
300137.SZ,33,,300137
300577.SZ,33,DeepSeek投资+服装代工+全球化产能,300577
300649.SZ,33,,300649
300688.SZ,33,,300688
300795.SZ,33,间接参股月之暗面+AI应用+拟投资阶跃星辰+境外会展,300795
301042.SZ,33,,301042
301096.SZ,33,,301096
301228.SZ,33,,301228
600095.SH,17,证券+中报预增+吸收合并,600095
600105.SH,17,,600105
600162.SH,17,算力+家居商贸+房地产,600162
600180.SH,22,,600180
600183.SH,17,,600183
600186.SH,17,,600186
600203.SH,17,,600203
600227.SH,17,尿素+甲醇+中报预计扭亏,600227
600234.SH,17,,600234
600236.SH,17,水电高增+绿色电力+央企,600236
600246.SH,17,,600246
600288.SH,17,,600288
600345.SH,17,,600345
600360.SH,17,,600360
600366.SH,17,,600366
600488.SH,17,,600488
600498.SH,17,,600498
600520.SH,17,,600520
600522.SH,17,,600522
600601.SH,17,,600601
600641.SH,17,,600641
600644.SH,17,电力+天然气+新型储能,600644
600667.SH,17,,600667
600721.SH,17,,600721
600722.SH,17,甲醇+风电+河北国资,600722
600730.SH,22,撤销民事裁定+半导体封测+AI教育+东阳国资,600730
600744.SH,17,火电+新能源+定增获批+央企,600744
600770.SH,17,,600770
600829.SH,17,,600829
600851.SH,17,,600851
600857.SH,17,,600857
600869.SH,17,,600869
600881.SH,17,医药+水泥建材+资产出售+中报减亏,600881
600982.SH,17,热电联产+绿色电力+一季报增长+宁波国资,600982
600992.SH,17,商业航天+钢丝绳+贵州国资,600992
601208.SH,17,,601208
601369.SH,17,压缩空气储能+资产重组+西安国资,601369
601869.SH,17,,601869
603005.SH,17,,603005
603011.SH,17,,603011
603019.SH,17,,603019
603031.SH,17,,603031
603045.SH,17,,603045
603052.SH,17,,603052
603065.SH,17,,603065
603083.SH,17,,603083
603115.SH,17,,603115
603118.SH,17,数据中心交换机+机器人+国企改革+回购,603118
603122.SH,17,,603122
603124.SH,17,,603124
603127.SH,17,,603127
603137.SH,17,,603137
603139.SH,17,,603139
603161.SH,17,定增获批+混动零部件+涡轮增压器壳体,603161
603163.SH,17,,603163
603175.SH,17,,603175
603186.SH,17,,603186
603196.SH,17,,603196
603211.SH,17,,603211
603270.SH,17,,603270
603283.SH,17,,603283
603306.SH,17,,603306
603316.SH,17,,603316
603375.SH,17,,603375
603380.SH,17,,603380
603391.SH,17,,603391
603407.SH,17,,603407
603459.SH,17,,603459
603538.SH,17,,603538
603567.SH,17,中成药集采+中药全产业链,603567
603580.SH,17,控制权拟变更+复牌+轻型输送带+消费电子,603580
603629.SH,17,,603629
603660.SH,17,,603660
603666.SH,17,,603666
603669.SH,17,,603669
603679.SH,17,,603679
603683.SH,17,,603683
603690.SH,17,,603690
603698.SH,17,,603698
603726.SH,17,,603726
603773.SH,17,,603773
603777.SH,17,,603777
603800.SH,17,,603800
603890.SH,17,,603890
603931.SH,17,,603931
603933.SH,17,,603933
603936.SH,17,,603936
603986.SH,17,,603986
603989.SH,17,,603989
603991.SH,17,,603991
605011.SH,17,热电联产+绿色能源+国企改革,605011
605060.SH,17,,605060
605100.SH,17,,605100
605178.SH,17,,605178
605186.SH,17,,605186
605208.SH,17,,605208
605228.SH,17,,605228
605255.SH,17,,605255
605287.SH,17,,605287
605376.SH,17,,605376
605588.SH,17,,605588
688046.SH,17,,688046
688048.SH,17,,688048
688218.SH,17,,688218
688371.SH,17,,688371
688668.SH,17,,688668
920305.BJ,151,退市整理期投机+大数据存储+AI大模型,920305
